pos,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
8867,302282,2,1,1095,5120,1.5,0,0,3,7,1095,0,1901,98122,1310,5120
8868,290000,2,1,950,5650,1,0,0,5,6,950,0,1943,98118,1250,5650
8869,463000,4,2.5,1980,6660,2,0,0,4,7,1980,0,1974,98034,1980,7150
8870,244000,3,2,1350,8587,1,0,0,3,7,1350,0,1998,98022,1350,8587
8871,550000,3,1,1520,2500,1.5,0,0,3,8,1520,0,1912,98109,1880,3600
8872,150000,3,1,1450,6776,1,0,0,3,7,1450,0,1952,98178,1680,7200
8873,273500,4,2.75,1300,9638,1,0,0,2,7,1300,0,1983,98042,1670,9638
8874,253000,3,1.75,2040,7281,1,0,0,3,7,1020,1020,1962,98188,1740,7527
8875,234550,3,1,1990,15375,1,0,0,3,7,1140,850,1946,98168,1160,10236
8876,496500,3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,98072,2350,3710
8877,800000,4,3.75,3370,6766,2,0,0,3,9,3370,0,2005,98052,3530,6766
8878,224500,4,1,1430,8355,1.5,0,0,4,7,1430,0,1983,98092,1550,7938
8879,219950,3,1.5,1200,8404,1,0,0,3,7,1200,0,1964,98188,2120,12000
8880,350000,3,1.75,1380,4590,1,0,0,2,7,930,450,1950,98115,1320,4692
8881,188000,1,1,550,16345,1,0,0,3,4,550,0,1945,98106,1100,9240
8882,725000,3,1.75,1630,9000,1,0,0,3,7,960,670,1955,98004,1880,9000
8883,1150000,4,3.75,4160,35000,2,0,0,3,11,4160,0,1991,98053,5330,36446
8884,575000,4,2.5,2550,56628,2,0,0,3,9,2550,0,2001,98027,1870,56628
8885,278500,3,2,1570,5250,1,0,0,3,7,1570,0,1998,98092,1570,5250
8886,299950,3,2.5,1780,4650,2,0,0,3,7,1780,0,2011,98038,3050,3848
8887,210500,3,1,1220,9600,1,0,0,5,7,1220,0,1958,98001,1310,9600
8888,317500,4,2.5,2233,6025,2,0,0,3,7,2233,0,2012,98001,1544,6036
8889,254000,2,1,1060,8187,1,0,0,4,6,1060,0,1952,98133,1260,8188
8890,535365,4,2.75,2790,6969,2,0,0,3,8,2790,0,2012,98045,2620,6307
8891,310000,4,2.5,2130,9013,2,0,0,3,8,2130,0,1988,98001,2350,8982
8892,319000,2,1.5,1090,847,3,0,0,3,8,1090,0,2009,98133,1090,1118
8893,660000,3,3.25,1980,2850,3,0,0,3,7,1980,0,1987,98103,1630,4560
8894,900000,2,1,1240,5500,1,0,0,3,7,1240,0,1954,98102,2080,4400
8895,275000,2,1,840,4000,1,0,0,3,6,840,0,1942,98108,1100,4000
8896,468000,4,2.5,3040,20682,2,0,0,3,7,3040,0,2000,98019,2670,9742
8897,420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,98118,1380,5000
8898,237000,3,1,1160,6132,1,0,0,4,7,1160,0,1958,98056,1280,6132
8899,732600,4,2.5,2130,7300,1,0,0,4,7,1230,900,1963,98005,2130,7560
8900,795000,3,2,2420,17859,1,0,1,5,9,1500,920,1979,98034,2955,17859
8901,360000,2,2,1180,3200,1,0,1,4,6,590,590,1945,98136,1350,4000
8902,334888,3,2.5,1769,7324,2,0,0,3,9,1769,0,2012,98092,2502,6017
8903,271000,2,1,710,4240,1,0,0,4,6,710,0,1942,98106,850,5200
8904,615000,3,2.5,1910,3427,2,0,0,3,8,1910,0,2001,98052,2240,3720
8905,285000,2,1,890,7250,1,0,0,3,7,890,0,1943,98125,900,7000
8906,399500,4,1.5,1660,6617,1,0,0,5,7,1660,0,1947,98155,950,7440
8907,3400000,4,3.5,4730,47870,1,1,4,3,10,2940,1790,1954,98033,3250,49346
8908,302059,4,2,1390,745,3,0,0,3,7,1390,0,2008,98027,1390,942
8909,805000,5,3,2240,18265,2,0,0,4,8,2240,0,1963,98027,1990,18265
8910,563000,4,3,3100,15480,2,0,0,3,8,2400,700,1996,98028,2000,42500
8911,680000,4,2.5,2440,6581,2,0,0,3,8,2440,0,2014,98133,1480,7432
8912,288349,3,1,1250,18616,1,0,0,4,6,1250,0,1972,98010,1920,15654
8913,290300,2,1,860,3874,1,0,0,4,6,860,0,1931,98055,1400,5106
8914,799500,4,2.5,2760,5750,2,0,0,3,8,2760,0,1993,98112,2760,5390
8915,180000,3,1,1384,8960,1,0,0,4,6,1384,0,1965,98023,1000,8470
8916,499950,3,2.25,2880,7200,1,0,0,3,8,1710,1170,1970,98133,1880,10200
8917,360000,4,1.75,2010,12188,1,0,0,4,7,1150,860,1960,98059,1720,8475
8918,300000,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,98030,2130,7662
8919,200000,2,1.75,1320,13052,1.5,0,0,3,7,1320,0,1980,98014,1320,13052
8920,356000,3,1,940,2366,1,0,0,3,6,940,0,1916,98107,1500,5000
8921,252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,98031,1870,7820
8922,398651,4,2.5,2650,4120,2,0,0,3,8,2650,0,2014,98146,2030,3768
8923,476900,3,1,1240,5758,1.5,0,0,4,6,960,280,1910,98116,1460,5750
8924,798000,5,2.75,3220,5934,2,0,0,3,9,3220,0,2006,98052,3100,5934
8925,470000,3,3.5,1280,1257,2,0,0,3,8,1040,240,2000,98107,1280,1249
8926,526500,3,1.5,1310,7236,1,0,0,4,7,1170,140,1928,98103,1680,8431
8927,850000,4,3.25,4350,112750,1,0,0,3,9,2200,2150,2006,98027,2180,223027
8928,652500,4,1.75,3130,18253,2,0,0,3,7,3130,0,1978,98133,1850,12220
8929,399000,2,1,940,4800,1,0,0,4,6,940,0,1911,98116,980,5900
8930,460000,4,2.25,2860,15054,1,0,0,3,8,1460,1400,1957,98155,1730,18525
8931,2300000,4,3.25,4110,15929,2,1,4,3,12,2720,1390,2001,98115,2640,15929
8932,1100000,3,2.75,2640,4050,1.5,0,0,5,8,1750,890,1926,98112,1920,3600
8933,210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,98133,1420,7560
8934,450000,3,2.75,2840,39324,1,0,0,3,9,2200,640,1988,98092,2840,39413
8935,488000,5,2,2020,5000,1.5,0,0,4,7,2020,0,1938,98117,1510,6600
8936,359900,5,2.25,2290,7420,1,0,0,3,7,1290,1000,1973,98058,1660,7526
8937,570000,3,1,1030,4089,1.5,0,0,3,7,1030,0,1927,98116,1440,4917
8938,315000,2,1,1120,7350,1,0,0,3,7,1120,0,1942,98155,1320,7545
8939,397000,3,1.75,1640,11730,1,0,0,5,7,1640,0,1967,98034,1640,7770
8940,525000,4,2.5,2303,16801,2,0,0,3,8,2303,0,1995,98019,2080,14013
8941,307000,3,1,770,6552,1,0,0,3,6,670,100,1942,98146,920,7200
8942,475000,3,3,2540,18900,1,0,0,3,7,1580,960,1978,98072,2270,16000
8943,450000,2,1.75,840,3340,1,0,0,3,6,700,140,1912,98107,1700,3980
8944,289950,3,2.5,1870,1436,2,0,0,3,7,1870,0,2004,98059,1720,1852
8945,549995,3,1,1120,6600,1,0,0,3,7,1120,0,1943,98105,1300,6600
8946,308000,4,2.5,2020,7277,2,0,0,3,8,2020,0,1993,98055,2820,7284
8947,340000,3,1.75,1280,16200,1,0,0,3,8,1030,250,1976,98077,1160,10565
8948,718000,3,1.75,4060,136290,1,0,0,3,8,2810,1250,1995,98045,1300,51836
8949,335000,4,2,1910,10200,1,0,0,4,7,1910,0,1963,98059,1820,15600
8950,540000,3,1,1270,3840,1.5,0,0,3,7,1270,0,1926,98103,1270,4175
8951,280000,2,1,880,5750,1,0,0,3,6,880,0,1939,98126,1190,5750
8952,250000,3,1.75,1350,8548,1,0,0,3,7,1350,0,1985,98003,1660,8538
8953,930000,4,4,6050,84942,2.5,0,2,3,9,4150,1900,2009,98077,2700,199504
8954,712000,3,2.5,2375,4094,2,0,0,3,9,2375,0,2002,98052,2095,4442
8955,334950,5,3,2230,8642,1,0,0,3,7,1330,900,2014,98168,2100,11056
8956,379000,3,3.25,1380,1234,3,0,0,3,8,1380,0,2006,98103,1370,1282
8957,389950,4,2.5,2240,5500,2,0,0,3,8,2240,0,2013,98056,700,5500
8958,1080000,4,2.5,3000,10920,1,0,0,4,8,1550,1450,1969,98040,2380,10920
8959,320000,3,1.75,1480,7225,1,0,0,4,7,1480,0,1965,98056,1430,7201
8960,277500,3,2.5,1690,5171,2,0,0,3,8,1690,0,2003,98023,2550,5025
8961,325000,2,1,1010,6180,1,0,0,3,6,1010,0,1903,98118,1560,6180
8962,975000,4,2.5,3490,7494,2,0,3,3,11,3490,0,2000,98006,3260,8437
8963,407000,2,2.5,1340,999,2,0,0,3,8,940,400,2008,98116,1470,1436
8964,417200,2,1,1000,4000,1,0,0,3,6,1000,0,1910,98107,1490,5000
8965,410000,3,1.75,1530,26642,1,0,0,3,7,1180,350,1988,98072,1550,13566
8966,647500,5,2,1760,21562,1,0,1,3,8,1560,200,1959,98028,2150,12676
8967,2400000,4,3.5,5860,7200,2,0,0,5,10,3690,2170,1907,98112,4150,7200
8968,760000,4,3.5,3000,5300,1,0,0,5,7,1780,1220,1949,98115,1360,5450
8969,492000,4,2.5,2550,6382,2,0,0,3,7,2550,0,2007,98065,2430,5900
8970,1020000,3,3.5,2880,11340,1,0,0,3,8,1690,1190,1980,98074,2530,11340
8971,1040000,3,2.5,2230,5750,2,0,0,3,9,2230,0,2003,98033,1900,8238
8972,660000,2,2.25,2550,6000,2,0,0,5,7,1860,690,1902,98115,2010,4000
8973,261000,3,1,1780,7800,1,0,0,3,7,1060,720,1957,98178,1450,7800
8974,335000,2,1,1410,7000,1,0,0,3,7,1410,0,1968,98055,1540,6000
8975,450000,3,1,1350,92721,1,0,0,2,6,1200,150,1946,98055,1860,8096
8976,610000,4,2.5,2100,8800,1,0,0,5,8,1250,850,1980,98033,2100,9000
8977,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,98004,3060,11275
8978,637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,98115,1750,5304
8979,660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,98074,2600,12000
8980,259000,3,1.75,1240,4000,1,0,0,3,7,1240,0,1986,98055,1570,4586
8981,642000,3,1,1040,4480,1,0,0,3,7,870,170,1924,98109,1730,4200
8982,310000,1,1.5,1120,912,3,0,0,3,7,1120,0,2011,98144,1380,3200
8983,311600,3,2.25,1358,1196,3,0,0,3,7,1358,0,2007,98133,1358,1196
8984,727160,7,3.75,2310,5000,2,0,0,3,8,2310,0,1984,98117,1360,1552
8985,750000,3,1.75,2280,7800,1,0,3,4,8,1360,920,1941,98117,2280,5200
8986,440500,3,2.5,2460,4399,2,0,0,3,7,2460,0,2007,98065,2060,4399
8987,500000,2,1,680,5250,1,0,0,4,6,680,0,1922,98177,1620,5461
8988,350000,3,1,940,7811,1,0,0,3,6,940,0,1959,98008,1180,7490
8989,3640000,5,6,5490,19897,2,0,0,3,12,5490,0,2005,98039,2910,17600
8990,545000,5,3.75,2380,7268,1,0,0,3,8,1430,950,2008,98106,2040,10810
8991,550000,3,2.25,1850,37264,2,0,0,3,8,1850,0,1981,98053,2390,36036
8992,825000,3,2.25,2510,10418,1,0,0,3,8,1810,700,1968,98115,2510,9435
8993,495000,3,1.75,1770,10080,1,0,0,3,8,1770,0,1968,98125,1860,10456
8994,431000,3,1,1810,7200,1,0,0,4,7,1130,680,1954,98133,1810,8100
8995,620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,98038,1890,65340
8996,606500,3,2.5,2170,5500,2,0,0,3,8,2170,0,2000,98075,2170,5862
8997,685000,4,2.5,3550,10968,2,0,0,3,9,3550,0,2006,98065,3550,8583
8998,345000,3,1,1140,4200,2,0,0,4,7,1140,0,1904,98144,1510,4000
8999,195000,2,1,1080,3899,1,0,0,4,8,1080,0,1972,98198,1090,3899
9000,1140000,4,3.25,2960,4296,2,0,0,3,9,2190,770,2007,98119,2150,6000
9001,195000,3,1.5,1200,7800,1,0,0,4,7,1200,0,1958,98002,1390,8415
9002,369000,5,1.5,2550,6300,1,0,0,4,7,1560,990,1959,98056,1380,6300
9003,275000,3,1.5,1030,7184,1,0,0,4,7,1030,0,1968,98056,1330,7262
9004,765000,3,2,1570,7000,2,0,2,4,8,1050,520,1971,98122,1990,6675
9005,351000,4,1,1550,7260,1,0,0,4,6,1550,0,1959,98008,1210,7260
9006,252000,4,1.75,1120,8250,1,0,0,4,7,1120,0,1966,98058,1330,7975
9007,579950,3,3.5,1420,1217,2,0,0,3,8,1180,240,2003,98115,1494,1264
9008,480000,4,2,2180,10575,1,0,0,2,6,1730,450,1950,98005,2180,12010
9009,206000,3,1,1320,7000,1,0,0,4,7,1320,0,1967,98002,1260,7455
9010,988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,1923,98109,2190,3880
9011,585000,3,2.5,2290,5089,2,0,0,3,9,2290,0,2001,98006,2290,7984
9012,1200000,4,2.25,2860,10702,2,0,0,3,10,2860,0,1982,98004,2890,10572
9013,500000,3,1.5,2210,6500,1,0,0,4,7,1030,1180,1912,98136,1750,6370
9014,749999,5,2.25,3060,13630,2,0,0,3,10,3060,0,1989,98006,3430,10700
9015,404000,4,3,4060,35621,1,0,0,3,9,2030,2030,1989,98092,2950,35259
9016,469900,4,2.5,2990,8913,2,0,0,4,9,2990,0,1991,98058,2740,8030
9017,845800,4,3.5,3020,12750,2,0,0,3,10,3020,0,1990,98033,3120,14351
9018,350000,3,3.25,1600,1298,3,0,0,3,8,1600,0,1999,98117,1600,1348
9019,825000,4,3.25,3040,4155,2,0,0,3,8,2350,690,2013,98029,2680,4000
9020,500000,3,2.5,2840,48716,1,0,3,3,9,1870,970,1994,98014,2710,43676
9021,229950,2,1,920,7716,1,0,0,3,6,920,0,1944,98178,1410,7128
9022,659000,2,2.5,1450,1213,2,0,0,3,9,1110,340,2015,98107,1620,1456
9023,326000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,98146,1780,9520
9024,248000,3,2.5,2120,6840,1,0,0,3,7,1220,900,1984,98092,1820,8200
9025,350000,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,98055,2260,7500
9026,1500000,3,1.75,2430,12757,1,0,2,4,8,1340,1090,1952,98004,2930,12450
9027,440000,3,2.75,2070,9697,2,0,0,4,7,1330,740,1929,98188,2000,14436
9028,259950,3,1.5,1350,7827,1,0,0,4,7,1350,0,1968,98030,1900,7827
9029,510000,2,1,820,4206,1,0,0,3,5,820,0,1949,98125,1810,7200
9030,692500,4,2.75,3710,7984,2,0,0,3,9,3710,0,1999,98065,2950,7984
9031,834500,3,2.25,2780,6000,1,0,3,4,9,1670,1110,1948,98199,2780,6000
9032,320000,4,1.5,1890,43560,1,0,0,4,8,1890,0,1974,98092,2376,5820
9033,333000,4,2.5,2100,7208,2,0,0,3,8,2100,0,1974,98058,2060,7480
9034,335000,3,1,980,9903,1,0,0,4,7,980,0,1966,98028,1830,9903
9035,316500,3,1.75,1600,14250,1,0,0,3,7,1070,530,1979,98023,2140,14960
9036,280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,98133,1390,1756
9037,530000,3,2.5,3660,39478,2,0,2,4,9,3260,400,1989,98022,2700,38312
9038,890000,4,2.5,3370,7200,2,0,0,3,8,3370,0,2014,98177,1880,7200
9039,606000,3,2.5,2200,6005,2,0,0,3,9,2200,0,1997,98072,2320,6098
9040,540000,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,98019,1780,59241
9041,846450,4,2.5,3710,7491,2,0,0,3,9,3710,0,2003,98029,3040,7491
9042,1820000,4,4.5,6640,53330,2,0,0,3,12,6640,0,1993,98077,4620,68625
9043,1710000,3,3,2490,27702,2,1,4,3,10,2490,0,2000,98116,2580,12119
9044,450000,3,2,1510,43560,1,0,0,3,7,1510,0,1954,98077,2060,67756
9045,590000,3,2.5,3360,218235,1,0,0,3,8,3360,0,1989,98014,2650,220849
9046,495000,2,1,1670,14695,1.5,0,0,5,7,1670,0,1930,98033,1800,11355
9047,852000,4,2.5,2620,7328,2,0,0,3,8,2620,0,1983,98118,1670,5080
9048,221000,3,2.25,1640,7350,1,0,0,3,7,1140,500,1984,98003,1480,8041
9049,330000,4,3,1920,12040,1,0,0,3,7,1920,0,1962,98168,1530,10230
9050,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,98023,1930,7350
9051,317000,3,1.75,1530,7650,1,0,0,4,8,1530,0,1977,98058,1850,6804
9052,362500,3,1,1520,9507,1,0,0,3,7,1520,0,1954,98125,1360,7219
9053,290000,3,2.25,1650,10336,1,0,0,3,7,1500,150,1962,98133,1420,10260
9054,950000,4,2.25,2770,5320,2,0,1,3,9,2440,330,2013,98136,2100,6011
9055,1900000,4,2.5,3070,7830,2,0,2,3,11,1970,1100,2009,98144,2440,4682
9056,493500,3,1.75,1800,16026,1,0,0,3,8,1390,410,1972,98008,2210,13959
9057,218000,3,1.5,1140,4875,1,0,0,5,6,1140,0,1970,98042,980,5070
9058,390000,3,2,1010,14183,1,0,0,3,8,1010,0,1982,98074,1750,11700
9059,810000,5,3.5,3550,9600,2,0,0,3,9,2550,1000,1998,98118,2030,9600
9060,1080000,4,2.25,2100,12172,1,0,0,5,9,2100,0,1961,98040,2400,10713
9061,950000,5,3.25,2700,3650,2,0,2,3,9,2070,630,1926,98144,1940,4000
9062,1570000,5,4.5,5620,5800,3,0,3,3,11,4700,920,1999,98199,2360,5800
9063,753000,4,2.5,3060,8167,2,0,0,3,9,3060,0,2005,98029,2930,4800
9064,660500,5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,1918,98144,2200,5000
9065,514000,3,1.5,1610,9964,1,0,0,3,7,1080,530,1977,98052,1610,9964
9066,328000,3,1.75,1440,45302,2,0,0,3,7,1440,0,1977,98019,2080,49658
9067,387000,2,2.25,1230,1280,2,0,0,3,8,960,270,2012,98144,1130,1357
9068,542525,4,2.5,2650,5600,2,0,0,3,8,2650,0,2014,98059,2650,5600
9069,399000,4,2.5,2800,4687,2,0,0,3,9,2800,0,2005,98038,2750,4750
9070,572800,3,2.5,3310,4682,2,0,0,3,9,2380,930,2015,98065,2660,5166
9071,460000,3,1.75,1440,7070,1,0,0,3,7,1440,0,1980,98052,1440,7210
9072,175000,3,1.75,1430,4920,1,0,0,2,6,1430,0,1957,98118,1550,5646
9073,536000,5,2.25,2650,9140,1,0,1,3,8,1350,1300,1965,98177,2700,7800
9074,1790000,4,3.5,5490,14300,1,0,4,3,12,2910,2580,1996,98006,4290,13822
9075,246000,3,2,1990,203861,1,0,0,3,7,1990,0,1949,98022,2760,217800
9076,355425,4,2.5,3238,9112,1,0,2,4,8,1678,1560,1979,98198,3056,9668
9077,550000,3,2.25,1720,9600,1,0,0,4,7,1220,500,1967,98052,1720,9600
9078,490000,4,1.75,1870,9500,1,0,0,4,7,1090,780,1962,98033,2010,10000
9079,390000,3,1.75,1435,8960,1,0,0,4,8,1435,0,1969,98058,2030,9450
9080,320000,3,1,860,5060,1.5,0,0,3,7,860,0,1927,98133,880,5060
9081,485000,3,2.5,2430,5867,2,0,0,3,7,2430,0,2011,98065,2620,5866
9082,1740000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,98144,3220,7700
9083,723000,4,2,2790,8793,1,0,0,4,8,1640,1150,1977,98006,2400,9286
9084,196900,3,1,1270,7500,1,0,0,3,6,1270,0,1954,98198,1250,8000
9085,770000,3,1.75,1900,6334,1,0,2,3,8,1450,450,1948,98105,1530,6334
9086,475000,4,2.5,2500,4500,2,0,0,3,7,2500,0,2010,98059,2230,4500
9087,500000,4,3.25,2670,5001,1,0,0,3,9,1640,1030,2013,98108,1610,5001
9088,1440000,4,2.75,2660,9547,1,0,1,3,8,1930,730,1968,98004,2410,10001
9089,757500,4,2.5,3420,6845,2,0,0,3,9,3420,0,2009,98052,2800,5715
9090,353000,3,1.75,2190,7021,1,0,2,4,7,1390,800,1953,98178,2180,7155
9091,273000,3,2.25,1830,7651,2,0,0,3,8,1830,0,1986,98092,2160,8442
9092,672324,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,1940,98105,2310,6301
9093,605000,4,2,1820,7626,1,0,0,5,7,990,830,1941,98103,1390,5904
9094,575000,3,2,1800,5000,2,0,0,5,7,1600,200,1925,98136,1640,5000
9095,580000,3,1.75,1460,2800,2,0,0,3,7,1460,0,1928,98117,1220,4062
9096,687500,3,1.75,2450,9377,1,0,2,4,8,1540,910,1962,98125,2520,9725
9097,970000,5,2.75,3500,5040,2,0,2,3,9,2950,550,1927,98126,1450,5040
9098,303000,4,2.5,2100,6783,2,0,0,3,8,2100,0,2003,98042,2100,6192
9099,569995,4,2.5,2650,6875,2,0,0,3,8,2650,0,2014,98059,2650,5831
9100,412450,3,2,1910,13505,1,0,0,3,8,1910,0,1955,98034,2010,8000
9101,345000,5,1.75,2840,12870,2,0,2,4,7,2840,0,1925,98178,2170,9612
9102,608000,3,2.5,1760,1472,3,0,0,3,8,1640,120,2006,98119,1760,5400
9103,589000,3,1.5,1390,5040,1,0,0,3,7,1090,300,1947,98105,1910,4800
9104,350000,2,1,1070,2880,1,0,0,3,7,1070,0,1902,98102,2030,2880
9105,1100000,4,3,2880,5500,2,0,0,4,9,1920,960,1926,98102,2110,5500
9106,1190000,5,2.5,2710,14989,1,0,0,3,8,1720,990,1959,98004,3180,16624
9107,399950,4,2.5,2350,5100,2,0,0,3,8,2350,0,2003,98038,2190,5100
9108,505000,2,1,1000,4640,1,0,2,3,7,1000,0,1915,98116,1940,5800
9109,772500,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,98033,3220,5083
9110,900000,4,3.5,3370,5000,2,0,2,3,8,2470,900,2008,98126,1820,5000
9111,150000,2,1,790,7275,1,0,0,4,6,790,0,1944,98058,850,7399
9112,361600,2,1,760,6380,1,0,0,3,6,760,0,1941,98115,1590,6380
9113,260000,4,2.5,1790,4358,2,0,0,3,7,1790,0,1993,98031,1790,4305
9114,1160000,3,2.5,2490,24691,1,1,4,4,9,1580,910,1961,98146,2800,24121
9115,350000,3,2.5,1630,5996,2,0,0,3,7,1630,0,1986,98055,1660,4504
9116,580000,4,2.5,2220,7064,2,0,0,3,8,2220,0,1988,98029,2220,7451
9117,335000,3,2,1490,8847,1,0,0,4,7,1490,0,1967,98177,1640,7572
9118,670000,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,1910,98102,2010,2640
9119,775000,4,2.5,3180,15358,2,0,0,3,9,3180,0,1988,98027,3020,15522
9120,775000,4,3.5,3970,210830,2,0,0,3,9,3970,0,2000,98045,1680,42665
9121,339000,3,1.75,1150,13278,1,0,0,5,7,1150,0,1966,98053,1560,12400
9122,2300000,4,4.25,4070,13860,2,0,3,3,10,4070,0,2004,98040,3430,9240
9123,889950,4,2.75,3080,7242,2,0,0,3,9,3080,0,2014,98033,3010,7205
9124,449500,4,3,2580,7299,2,0,0,3,8,2580,0,1998,98058,2250,6165
9125,595000,3,2.5,1750,3354,2,0,0,4,7,1750,0,1991,98033,1750,4286
9126,357000,3,1.75,1250,17493,1,0,0,3,7,1250,0,1972,98155,2180,19553
9127,1500000,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,98112,2780,6480
9128,510000,5,2.5,2510,83231,1,0,0,4,7,1260,1250,1975,98027,2460,46431
9129,654000,3,2.5,2570,5500,1,0,0,4,7,1320,1250,1961,98199,1460,6250
9130,353000,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,98118,1340,6837
9131,587500,4,1.75,2500,20868,1,0,2,3,8,1600,900,1956,98166,2170,15026
9132,267000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,98001,2434,4400
9133,224950,4,2.5,2260,9686,1,0,0,4,7,1520,740,1965,98002,1750,9916
9134,530000,3,2.25,2010,11817,2,0,0,4,8,2010,0,1986,98029,2190,10168
9135,400000,3,2.5,2120,3742,2,0,0,3,7,2120,0,2006,98059,2250,4696
9136,467000,3,2,1840,3432,2,0,0,3,7,1840,0,2012,98155,1280,7573
9137,165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,98168,1960,11285
9138,215000,4,1.5,1430,8775,1,0,0,3,7,1030,400,1979,98023,1390,7800
9139,799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,98115,1980,6820
9140,416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,98010,2070,80100
9141,271000,4,1.5,1800,9576,1,0,0,4,7,1800,0,1977,98045,1370,9576
9142,419000,3,1.5,1500,8272,1,0,0,4,7,1500,0,1958,98177,1630,8270
9143,303500,3,1.5,1060,10464,1,0,0,4,7,1060,0,1973,98034,1420,10464
9144,760000,3,1.75,1410,15120,1,0,0,4,7,1410,0,1950,98004,1880,15120
9145,549900,5,3,3800,42316,1.5,0,0,4,9,3800,0,1984,98042,2580,35775
9146,529000,5,2.5,2380,91476,1,0,0,4,8,1580,800,1976,98059,1880,12870
9147,1000000,3,2.75,3070,10739,2,0,0,3,10,2440,630,1987,98004,3490,11913
9148,255000,3,2,1490,7599,1,0,0,3,7,1490,0,1990,98042,1560,7710
9149,329000,3,1,1200,5650,1.5,0,0,3,7,1200,0,1928,98178,1610,5650
9150,353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,98125,1130,7740
9151,338500,2,1,720,6050,1,0,0,2,5,720,0,1951,98125,1480,7280
9152,675000,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,98177,2490,7680
9153,655000,4,2.5,2570,4412,2,0,0,3,9,2570,0,2001,98034,2460,5470
9154,300000,3,1,970,12300,1,0,0,3,7,970,0,1982,98028,2040,9994
9155,415000,4,2.25,2520,8000,1,0,2,3,8,1680,840,1970,98023,2300,8000
9156,285000,4,1,1430,3600,1,0,0,3,6,980,450,1947,98106,1170,4000
9157,365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,98042,1340,73180
9158,350000,3,1.75,1900,10225,1,0,0,4,8,1220,680,1963,98166,1850,12630
9159,585000,3,2.5,1750,1381,3,0,0,3,8,1750,0,2008,98122,1940,4800
9160,430000,3,2,1730,9000,1,0,0,3,8,1370,360,1978,98027,2390,10000
9161,350000,4,2.75,2990,11210,1,0,1,4,8,1880,1110,1977,98023,2790,9858
9162,139950,0,0,844,4269,1,0,0,4,7,844,0,1913,98001,1380,9600
9163,230000,2,1,930,7550,1,0,0,3,6,930,0,1986,98168,1370,10176
9164,295000,4,2.5,1850,8198,2,0,0,3,7,1850,0,1993,98031,1850,7924
9165,381000,5,2.75,3060,6895,2,0,0,3,8,3060,0,2003,98042,2590,6895
9166,320000,3,1.5,1650,9380,1,0,0,5,7,1130,520,1978,98058,1720,8856
9167,235000,2,1,1010,7500,1,0,0,3,7,1010,0,1941,98108,1220,6000
9168,310000,3,2.5,1590,3359,2,0,0,3,7,1590,0,2000,98019,1820,3383
9169,425000,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,98118,1410,6180
9170,293000,3,1,1020,7650,1,0,0,3,7,1020,0,1940,98133,1440,7650
9171,192000,2,1.75,1340,7380,1,0,0,3,6,1340,0,1940,98055,1980,9600
9172,395000,2,2.25,1620,1841,2,0,0,3,8,1540,80,2004,98029,1530,1831
9173,121800,2,1,940,8384,1,0,0,3,5,940,0,1947,98146,1290,8384
9174,480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,98059,2830,7787
9175,393000,2,1,980,3350,1,0,0,4,7,980,0,1925,98103,1260,4000
9176,348000,3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,98042,2400,8049
9177,623000,4,2.5,2710,49044,2,0,0,3,9,2710,0,1988,98077,2560,38190
9178,425000,3,2.5,1950,5689,2,0,0,3,7,1950,0,2009,98065,2190,5653
9179,334000,2,1,890,6000,1,0,0,3,6,890,0,1941,98118,1090,5900
