Bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
2,1,<=691,[21510-37540],1,0,Very Poor,Poor,Bad Quality And Design,<=539,NoBasement,1951,98168,[1403-1653],[10451-10850],[0-100000)
4,1.75,[2702-2902],[8030-8780],1,0,OK,OK,Good Quality And Desgin,[1290-1539],[1369-1519],1954,98118,[2658-2908],[9251-9650],[600000-700000)
3,2.5,[1697-1897],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1983,98055,[1654-1904],[8451-8850],[300000-400000)
3,2.5,[1094-1294],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2008,98103,[1152-1402],[1051-1250],[500000-600000)
3,2.25,[1496-1696],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2014,98103,[1403-1653],[1251-1450],[600000-700000)
4,2.5,[2702-2902],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1987,98074,[2909-3159],[11251-11650],[700000-800000)
4,2.5,[2702-2902],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1997,98053,[2658-2908],[13651-14050],[700000-800000)
2,2.5,[1295-1495],[1270-2020],1,0,Very Poor,OK,Good Quality And Desgin,[540-789],[614-764],2004,98106,[1403-1653],[2051-2250],[300000-400000)
3,1.75,[1496-1696],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1902,98122,[1152-1402],[4451-4850],[900000-1000000)
3,2.25,[1295-1495],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98034,[1403-1653],[2651-2850],[600000-700000)
4,2.75,[3104-3304],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1520-1670],1989,98042,[1905-2155],[13651-14050],[300000-400000)
3,2.5,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[161-311],2005,98122,[1152-1402],[1251-1450],[400000-500000)
2,2,[1496-1696],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2006,98053,[1403-1653],[3851-4050],[400000-500000)
3,3,[1496-1696],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2006,98103,[1403-1653],[2051-2250],[500000-600000)
2,1,[893-1093],[6528-7278],1.5,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1964,98168,[1152-1402],[6451-6850],[100000-200000)
3,3.5,[3506-3706],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1999,98074,[3160-3410],[7251-7650],[700000-800000)
4,2.5,[2903-3103],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1994,98075,[2909-3159],[9651-10050],[600000-700000)
3,1.75,[1496-1696],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1948,98146,[901-1151],[7251-7650],[200000-300000)
3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1992,98029,[1654-1904],[3251-3450],[400000-500000)
4,2.25,[1898-2098],[6528-7278],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[614-764],1977,98033,[1905-2155],[8051-8450],[600000-700000)
5,2.75,[1898-2098],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1987,98074,[1905-2155],[11651-12050],[500000-600000)
3,2,[2501-2701],[4275-5025],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[614-764],1930,98117,[2156-2406],[4451-4850],[800000-900000)
3,1.75,[893-1093],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1942,98033,[901-1151],[6051-6450],[600000-700000)
5,2.75,[2903-3103],[11871-14750],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[1369-1519],1968,98040,[2156-2406],[10451-10850],[1100000-1200000)
3,1.75,[1697-1897],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1948,98115,[1403-1653],[5651-6050],[600000-700000)
3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1981,98042,[1152-1402],[7651-8050],[200000-300000)
4,2.5,[2099-2299],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2004,98072,[2407-2657],[4851-5250],[500000-600000)
3,2.75,[3104-3304],[37541-54862],1.5,0,Very Poor,OK,Very High Quality and Design,[3040-3289],NoBasement,1988,98077,[3411-3661],[13651-14050],[800000-900000)
2,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1941,98168,[1152-1402],[7651-8050],[200000-300000)
3,1.75,[1697-1897],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1968,98008,[1654-1904],[7651-8050],[400000-500000)
2,1,[692-892],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1947,98155,[901-1151],[8051-8450],[200000-300000)
3,2,[1295-1495],[6528-7278],1,0,Very Poor,Excellent,Bad Quality And Design,[1290-1539],NoBasement,1932,98133,[1654-1904],[4851-5250],[300000-400000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2012,98019,[1905-2155],[4451-4850],[300000-400000)
4,2.5,[2099-2299],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2001,98059,[1654-1904],[4451-4850],[400000-500000)
3,1,[893-1093],[6528-7278],1.5,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1958,98032,[1152-1402],[6851-7250],[100000-200000)
4,3.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[614-764],2008,98115,[1654-1904],[4851-5250],[900000-1000000)
3,1.5,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1954,98148,[1403-1653],[9251-9650],[200000-300000)
4,2.5,[3104-3304],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1996,98075,[2658-2908],[10451-10850],[800000-900000)
4,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],<=160,1919,98126,[1403-1653],[7651-8050],[200000-300000)
3,2.25,[1697-1897],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1969,98058,[1654-1904],[7651-8050],[200000-300000)
3,2,[2300-2500],[8030-8780],1.5,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1989,98023,[2407-2657],[8451-8850],[300000-400000)
5,4,>=4511,>=54863,2,0,Very Poor,Excellent,Good Quality And Desgin,[3790-4039],[614-764],1975,98027,[2156-2406],[13651-14050],[700000-800000)
10,2,[3506-3706],[11871-14750],2,0,Very Poor,Good,Average Quality And Design,[2790-3039],[463-613],1958,98006,[1905-2155],[11651-12050],[600000-700000)
6,4.5,>=4511,[10283-11870],2,0,Good,Good,Good Quality And Desgin,>=4290,[916-1066],1999,98119,[2909-3159],[6851-7250],[2400000-2500000)
3,1.5,[1697-1897],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1983,98023,[1654-1904],[9251-9650],[200000-300000)
4,2.5,[1898-2098],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1990,98074,[1905-2155],[6851-7250],[500000-600000)
3,1.75,[1496-1696],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1954,98117,[1403-1653],[4851-5250],[500000-600000)
5,3.25,>=4511,[11871-14750],2,0,Very Poor,Good,Very High Quality and Design,[4040-4289],[1369-1519],1916,98144,>=3913,[7651-8050],[2500000-2600000)
2,2.25,[1094-1294],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2007,98103,[1152-1402],[1251-1450],[500000-600000)
4,3.5,[2903-3103],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1990,98033,[2909-3159],[13651-14050],[800000-900000)
4,2.5,[2300-2500],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1978,98007,[2658-2908],[9651-10050],[700000-800000)
3,1.75,[1697-1897],[37541-54862],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1980,98010,[1403-1653],[13651-14050],[300000-400000)
3,1.75,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1975,98023,[1152-1402],[7651-8050],[200000-300000)
3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1979,98058,[1403-1653],[7651-8050],[200000-300000)
5,2.5,[2099-2299],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[765-915],1967,98031,[1905-2155],[8851-9250],[200000-300000)
4,2.75,[2501-2701],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[463-613],1910,98116,[1905-2155],[5251-5650],[700000-800000)
4,2.75,[2300-2500],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1067-1217],1978,98155,[2156-2406],[10051-10450],[500000-600000)
5,4.5,[4310-4510],[14751-21509],2,0,Very Poor,OK,Very High Quality and Design,[3290-3539],[916-1066],2003,98004,[1905-2155],[13651-14050],[1800000-1900000)
2,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1910,98115,[1403-1653],[4451-4850],[500000-600000)
2,2,[1295-1495],>=54863,2,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1990,98070,[1403-1653],[13651-14050],[400000-500000)
3,1,[893-1093],[8030-8780],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1944,98056,[1152-1402],[8051-8450],[200000-300000)
4,2.5,[3104-3304],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1988,98027,[2909-3159],[13651-14050],[700000-800000)
3,1.75,[1898-2098],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1950,98102,[2156-2406],[3851-4050],[600000-700000)
4,2,[1697-1897],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1963,98058,[2156-2406],[13251-13650],[200000-300000)
3,2.25,[1697-1897],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[463-613],1976,98027,[1905-2155],[10451-10850],[400000-500000)
5,2.75,[3104-3304],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98042,[2658-2908],[8051-8450],[300000-400000)
3,1,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1959,98198,[1152-1402],[7651-8050],[100000-200000)
4,2.5,[2903-3103],[4275-5025],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[916-1066],1937,98115,[1905-2155],[4051-4450],[900000-1000000)
2,1,[1094-1294],[5026-5776],1.5,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1941,98028,[2407-2657],[9651-10050],[200000-300000)
3,2.5,[1496-1696],[7279-8029],1,0,Very Poor,Poor,Average Quality And Design,[1040-1289],[312-462],1979,98023,[1152-1402],[7651-8050],[200000-300000)
4,2.75,[2300-2500],[14751-21509],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1988,98059,[2156-2406],[13651-14050],[600000-700000)
4,2.75,[2300-2500],[9532-10282],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[765-915],1976,98003,[2156-2406],[9651-10050],[300000-400000)
4,2,[1697-1897],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1930,98106,[1152-1402],[1251-1450],[300000-400000)
3,2.5,[2501-2701],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1989,98028,[2658-2908],[10051-10450],[600000-700000)
4,1.75,[1898-2098],[8030-8780],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[916-1066],1963,98052,[1152-1402],[7651-8050],[500000-600000)
4,3.25,[3506-3706],[5026-5776],2,0,Good,Good,Very High Quality and Design,[2290-2539],[1218-1368],1927,98119,[2407-2657],[4851-5250],[1500000-1600000)
3,2.5,[2903-3103],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2007,98019,[2156-2406],[13651-14050],[600000-700000)
3,2.5,[1295-1495],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2014,98107,[1403-1653],[1251-1450],[500000-600000)
3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1967,98011,[1403-1653],[8451-8850],[300000-400000)
6,4.5,[3305-3505],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[3290-3539],NoBasement,1980,98155,[1403-1653],[8451-8850],[500000-600000)
3,3,[3707-3907],[37541-54862],2,0,Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2000,98006,[2909-3159],[13651-14050],[800000-900000)
2,1.75,[1094-1294],[4275-5025],2,0,Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1949,98118,[1905-2155],[7251-7650],[300000-400000)
3,1.5,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1958,98198,[1152-1402],[7251-7650],[200000-300000)
3,2.5,[1295-1495],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1998,98059,[1152-1402],[2651-2850],[300000-400000)
5,3,[3104-3304],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1790-2039],[1369-1519],2004,98052,[1905-2155],[11251-11650],[600000-700000)
5,3.5,[2903-3103],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1989,98056,[2658-2908],[8051-8450],[600000-700000)
4,2.5,[2702-2902],[11871-14750],1,0,Poor,Excellent,Good Quality And Desgin,[1540-1789],[916-1066],1951,98004,[3411-3661],[13651-14050],[1600000-1700000)
3,2,[1094-1294],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1952,98155,[2407-2657],[7651-8050],[300000-400000)
4,2.5,[3506-3706],[10283-11870],1,0,Good,Good,Good Quality And Desgin,[2040-2289],[1369-1519],1951,98199,[3411-3661],[8051-8450],[1100000-1200000)
2,1.5,[692-892],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],NoBasement,2009,98144,[901-1151],[2451-2650],[300000-400000)
4,2.25,[2300-2500],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[614-764],1977,98042,[2407-2657],[13651-14050],[400000-500000)
4,2.5,[3305-3505],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2004,98052,[2909-3159],[6851-7250],[700000-800000)
3,1.75,[1295-1495],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1953,98103,[1403-1653],[4851-5250],[300000-400000)
3,1.75,[2300-2500],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],1977,98023,[2407-2657],[13651-14050],[300000-400000)
3,3,[2702-2902],[5777-6527],2,0,Good,OK,Good Quality And Desgin,[1790-2039],[916-1066],1915,98118,[3411-3661],[6051-6450],[1000000-1100000)
2,2,[1496-1696],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2006,98053,[2156-2406],[6051-6450],[500000-600000)
4,2.5,[1898-2098],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1992,98031,[1905-2155],[6451-6850],[300000-400000)
4,3,[2300-2500],[9532-10282],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1967,98006,[2407-2657],[10051-10450],[600000-700000)
3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2000,98001,[1654-1904],[6851-7250],[200000-300000)
3,3.25,[3104-3304],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2001,98074,[3411-3661],[8051-8450],[800000-900000)
4,2.25,[2501-2701],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],NoBasement,2000,98011,[2407-2657],[4451-4850],[500000-600000)
3,2.25,[1496-1696],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2008,98103,[1403-1653],[1451-1650],[500000-600000)
4,2.5,[2300-2500],[4275-5025],2,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1938,98112,[2156-2406],[4851-5250],[900000-1000000)
4,2.25,[1898-2098],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1976,98034,[1905-2155],[10451-10850],[400000-500000)
2,2,[692-892],[2021-3523],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1906,98118,[1152-1402],[3451-3650],[300000-400000)
3,1.5,[1094-1294],[5026-5776],2,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1985,98002,[901-1151],[4451-4850],[100000-200000)
2,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1951,98115,[1905-2155],[6851-7250],[500000-600000)
2,1.5,[692-892],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],NoBasement,1951,98146,[1152-1402],[5251-5650],[300000-400000)
3,2,[2903-3103],[21510-37540],2,0,OK,Good,Good Quality And Desgin,[2290-2539],[463-613],1942,98177,[2407-2657],[7651-8050],[800000-900000)
4,2.5,[2903-3103],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2010,98115,[1152-1402],[6451-6850],[900000-1000000)
3,1,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1955,98188,[1654-1904],[11251-11650],[200000-300000)
3,3.5,[3506-3706],[21510-37540],2,0,OK,OK,Good Quality And Desgin,[2540-2789],[614-764],2005,98022,[2658-2908],[13651-14050],[400000-500000)
2,1,<=691,[14751-21509],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1926,98125,[1152-1402],[7651-8050],[300000-400000)
2,2,[1697-1897],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2006,98053,[2156-2406],[5251-5650],[500000-600000)
4,3.25,[3305-3505],[7279-8029],2,0,Very Poor,OK,Very High Quality and Design,[3290-3539],NoBasement,2006,98029,[3411-3661],[6451-6850],[900000-1000000)
2,1.75,[1898-2098],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[765-915],1952,98103,[1152-1402],[5651-6050],[600000-700000)
3,1,[893-1093],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1968,98001,[1403-1653],[13651-14050],[100000-200000)
2,1.75,[1898-2098],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1940,98125,[1654-1904],[6851-7250],[400000-500000)
4,2.5,[1898-2098],[9532-10282],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1968,98023,[1905-2155],[10451-10850],[400000-500000)
3,2.5,[1496-1696],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1999,98075,[1403-1653],[4451-4850],[400000-500000)
3,1,[1094-1294],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1950,98155,[1403-1653],[8851-9250],[300000-400000)
3,1,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1963,98056,[1152-1402],[7251-7650],[200000-300000)
3,3.25,[3707-3907],[10283-11870],2,0,OK,OK,Good Quality And Desgin,[2790-3039],[765-915],1991,98106,[2909-3159],[10851-11250],[600000-700000)
4,2.25,[1898-2098],[6528-7278],1,0,Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1957,98118,[1654-1904],[6051-6450],[800000-900000)
3,1.75,[1295-1495],>=54863,1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1969,98038,[1403-1653],[13651-14050],[300000-400000)
5,3.5,[2300-2500],[8781-9531],2,0,Poor,Excellent,Average Quality And Design,[2290-2539],NoBasement,1963,98198,[1905-2155],[10851-11250],[300000-400000)
3,2,[893-1093],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2007,98103,[1403-1653],[1451-1650],[400000-500000)
5,3.25,[2501-2701],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1218-1368],1960,98118,[1403-1653],[6051-6450],[500000-600000)
3,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1988,98029,[2156-2406],[6851-7250],[500000-600000)
4,2.75,[1898-2098],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[765-915],1986,98116,[1403-1653],[4851-5250],[400000-500000)
3,2.5,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98023,[2909-3159],[4851-5250],[300000-400000)
3,3,[2099-2299],[3524-4274],1,0,OK,Good,Average Quality And Design,[1040-1289],[916-1066],1965,98126,[1654-1904],[3851-4050],[500000-600000)
4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2009,98052,[2658-2908],[4451-4850],[700000-800000)
3,1.75,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2012,98103,[1152-1402],[2451-2650],[500000-600000)
3,1.75,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1983,98034,[1403-1653],[7251-7650],[400000-500000)
4,4.5,>=4511,[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,>=4290,NoBasement,1998,98059,[2407-2657],[13651-14050],[900000-1000000)
4,2.75,[1496-1696],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1984,98118,[901-1151],[4451-4850],[300000-400000)
2,1,[1094-1294],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1906,98115,[1403-1653],[3851-4050],[400000-500000)
3,1.75,[1295-1495],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1968,98042,[1152-1402],[10451-10850],[200000-300000)
4,2.5,[2300-2500],[9532-10282],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[614-764],1973,98040,[1905-2155],[6051-6450],[800000-900000)
4,3.75,[3707-3907],[9532-10282],2.5,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2007,98029,[2909-3159],[6051-6450],[1000000-1100000)
2,1,<=691,[2021-3523],1,0,Very Poor,Excellent,Bad Quality And Design,[540-789],NoBasement,1911,98107,[1152-1402],[2451-2650],[400000-500000)
4,2.5,[2501-2701],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1996,98053,[2658-2908],[13651-14050],[600000-700000)
4,2.25,[2099-2299],[8781-9531],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[765-915],1978,98023,[1905-2155],[8051-8450],[200000-300000)
3,2,[2501-2701],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1992,98070,[1654-1904],[13651-14050],[500000-600000)
3,2.5,[1898-2098],[1270-2020],2.5,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],2004,98116,[1403-1653],[3051-3250],[500000-600000)
3,1.5,[2300-2500],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],[463-613],1961,98028,[1654-1904],[13251-13650],[300000-400000)
3,2.75,[1898-2098],[9532-10282],2,0,Very Poor,Good,Average Quality And Design,[1290-1539],[614-764],1929,98188,[1905-2155],[13651-14050],[400000-500000)
3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2002,98053,[1654-1904],[3651-3850],[400000-500000)
2,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98029,[1905-2155],[2651-2850],[400000-500000)
4,2.25,[1898-2098],[6528-7278],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1981,98023,[1654-1904],[7651-8050],[200000-300000)
3,1.75,[1295-1495],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1959,98006,[1654-1904],[9651-10050],[300000-400000)
3,2.5,[2501-2701],[4275-5025],2,0,OK,OK,Good Quality And Desgin,[2290-2539],NoBasement,2006,98034,[2407-2657],[7251-7650],[1100000-1200000)
4,1.5,[1697-1897],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[312-462],1953,98115,[1654-1904],[4851-5250],[500000-600000)
4,2,[1496-1696],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[540-789],[765-915],1946,98117,[901-1151],[4851-5250],[500000-600000)
4,2.5,[3707-3907],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1999,98074,[3411-3661],[9651-10050],[800000-900000)
4,3.25,[2300-2500],[4275-5025],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[463-613],1906,98112,[2407-2657],[4451-4850],[1300000-1400000)
4,1.5,[1898-2098],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1903,98112,[2909-3159],[8051-8450],[800000-900000)
2,2.5,[2300-2500],[2021-3523],3,0,OK,OK,Good Quality And Desgin,[1790-2039],[312-462],2007,98144,[1905-2155],[2251-2450],[1000000-1100000)
2,1,<=691,[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1918,98136,[1152-1402],[5651-6050],[300000-400000)
4,3,[2903-3103],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2014,98075,[2658-2908],[6451-6850],[1000000-1100000)
2,2,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[312-462],2007,98122,[1152-1402],[1051-1250],[400000-500000)
3,2.25,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1979,98072,[1905-2155],[7651-8050],[400000-500000)
3,2,[1295-1495],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1981,98178,[2156-2406],[9251-9650],[200000-300000)
1,1,[692-892],[1270-2020],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,2009,98144,[901-1151],[1851-2050],[300000-400000)
4,1,[1697-1897],[7279-8029],1.5,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1970,98003,[1403-1653],[7651-8050],[100000-200000)
3,1,[1697-1897],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1971,98059,[1403-1653],[13651-14050],[300000-400000)
