pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
6184,224069129,3,1,[1295-1495],[37541-54862],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1974,98075,[2658-2908],[13651-14050],[500000-600000)
6185,2767704302,2,1.5,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,1998,98107,[1152-1402],[1251-1450],[400000-500000)
6186,123039176,4,1,[2300-2500],[21510-37540],1.5,0,Very Poor,Good,Average Quality And Design,[1540-1789],[765-915],1948,98146,[1403-1653],[9651-10050],[300000-400000)
6187,3982700250,4,2.5,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1369-1519],1991,98033,[2658-2908],[7251-7650],[700000-800000)
6188,122069107,3,1.5,[1898-2098],[37541-54862],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1971,98038,[1905-2155],[13651-14050],[400000-500000)
6189,4273000095,4,1.75,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1953,98166,[1403-1653],[8051-8450],[300000-400000)
6190,4036801245,3,1,[1094-1294],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1956,98008,[1403-1653],[7251-7650],[300000-400000)
6191,2722059215,3,1.75,[1295-1495],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1968,98042,[1403-1653],[10451-10850],[200000-300000)
6192,5556300098,5,4,[4310-4510],[11871-14750],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,2006,98052,[2658-2908],[11251-11650],[1200000-1300000)
6193,2607720150,4,3.75,[2702-2902],[10283-11870],2,0,OK,Good,Good Quality And Desgin,[2040-2289],[614-764],1994,98045,[2156-2406],[10851-11250],[400000-500000)
6194,4038700730,4,2.75,[1898-2098],[6528-7278],1,0,OK,Good,Average Quality And Design,[1040-1289],[614-764],1960,98008,[1905-2155],[8451-8850],[600000-700000)
6195,1112000125,1,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1924,98118,[1654-1904],[4851-5250],[400000-500000)
6196,8944300010,5,1,[1295-1495],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1967,98023,[1152-1402],[8051-8450],[200000-300000)
6197,8039900180,3,2,[1496-1696],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1967,98045,[1654-1904],[12051-12450],[400000-500000)
6198,4222300040,3,1.5,[1496-1696],[8030-8780],1,0,Poor,OK,Average Quality And Design,[1040-1289],[463-613],1969,98003,[1905-2155],[7651-8050],[200000-300000)
6199,4253400100,3,2.75,[1094-1294],<=1269,2,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],2007,98144,[1152-1402],[5251-5650],[400000-500000)
6200,7340600827,5,1,[1295-1495],[5777-6527],2,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1941,98168,[901-1151],[10051-10450],[200000-300000)
6201,316000145,4,1,[1295-1495],[6528-7278],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1941,98168,[1152-1402],[6851-7250],[200000-300000)
6202,3211600650,3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1969,98034,[1152-1402],[7651-8050],[200000-300000)
6203,5562100325,2,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1947,98133,[1403-1653],[8051-8450],[300000-400000)
6204,4219400465,4,2,[2300-2500],[4275-5025],1.5,0,OK,OK,Good Quality And Desgin,[2040-2289],[312-462],1926,98105,[2909-3159],[4851-5250],[900000-1000000)
6205,3444100400,3,1.75,[1697-1897],[37541-54862],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1965,98042,[1905-2155],[13651-14050],[300000-400000)
6206,7436000205,3,1,[1094-1294],[21510-37540],1.5,0,OK,Good,Average Quality And Design,[1040-1289],NoBasement,1937,98136,[2407-2657],[12051-12450],[600000-700000)
6207,1796360870,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1981,98042,[1152-1402],[7651-8050],[200000-300000)
6208,8567300150,4,2.75,[2300-2500],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1985,98038,[2658-2908],[13651-14050],[300000-400000)
6209,1140000050,3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1975,98003,[1654-1904],[9651-10050],[200000-300000)
6210,2911700010,3,2.5,[2099-2299],[14751-21509],2,0,OK,OK,Good Quality And Desgin,[2040-2289],NoBasement,1995,98006,[2909-3159],[13651-14050],[1000000-1100000)
6211,4331000265,3,2,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1949,98166,[1654-1904],[8451-8850],[100000-200000)
6212,3085001610,4,1.75,[1898-2098],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[312-462],1959,98144,[1654-1904],[3851-4050],[300000-400000)
6213,4302200336,3,1,[893-1093],[5026-5776],1.5,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1919,98106,[901-1151],[4851-5250],[300000-400000)
6214,2391600330,2,1,[692-892],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1941,98116,<=900,[4851-5250],[500000-600000)
6215,8085400490,5,2.5,[2702-2902],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2002,98004,[1905-2155],[8051-8450],[1300000-1400000)
6216,3021059197,3,1.5,[1898-2098],[10283-11870],1.5,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1922,98002,[1654-1904],[8851-9250],[200000-300000)
6217,3629921120,4,2.5,[2501-2701],[5026-5776],2,0,OK,OK,Good Quality And Desgin,[2540-2789],NoBasement,2003,98029,[2909-3159],[5251-5650],[700000-800000)
6218,4443801285,3,1,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1963,98117,[901-1151],[3851-4050],[400000-500000)
6219,1853081060,4,2.5,[3707-3907],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2007,98074,[3160-3410],[7651-8050],[800000-900000)
6220,7203000640,4,1,[1094-1294],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1969,98003,[1403-1653],[7251-7650],[200000-300000)
6221,7853370440,5,3.25,[3305-3505],[4275-5025],2,0,OK,OK,Good Quality And Desgin,[2290-2539],[765-915],2014,98065,[3160-3410],[4851-5250],[600000-700000)
6222,9353300140,3,1,[893-1093],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],NoBasement,1960,98059,[1403-1653],[10451-10850],[200000-300000)
6223,6806100040,4,2.5,[1898-2098],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2005,98058,[2407-2657],[4851-5250],[300000-400000)
6224,3629830050,4,4,[2702-2902],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],1999,98029,[2156-2406],[3451-3650],[600000-700000)
6225,1946000100,4,2.75,[2099-2299],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2012,98059,[2407-2657],[4851-5250],[400000-500000)
6226,4441300240,3,2,[3506-3706],[21510-37540],1,0,Good,Good,Good Quality And Desgin,[1790-2039],>= 1671,1947,98117,[2658-2908],[8051-8450],[1200000-1300000)
6227,1328320440,3,2.25,[1898-2098],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],1980,98058,[1905-2155],[6851-7250],[300000-400000)
6228,9429400170,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2012,98019,[1905-2155],[4451-4850],[300000-400000)
6229,1610000016,4,1,[1295-1495],[5777-6527],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1947,98168,[1152-1402],[6851-7250],[100000-200000)
6230,540100057,4,3.75,[3104-3304],[10283-11870],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],[161-311],1930,98004,[2156-2406],[13651-14050],[1200000-1300000)
6231,7893207665,3,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1967,98198,[1654-1904],[7651-8050],[200000-300000)
6232,9212900100,4,1.75,[1697-1897],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[765-915],1942,98115,[1403-1653],[5651-6050],[400000-500000)
6233,2227900040,4,1.75,[1697-1897],[8781-9531],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[614-764],1964,98133,[1403-1653],[6451-6850],[300000-400000)
6234,6607000095,4,1.5,[1496-1696],[5026-5776],2,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1902,98118,[1654-1904],[5651-6050],[200000-300000)
6235,2881700231,3,1.75,[1295-1495],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98155,[1905-2155],[9251-9650],[300000-400000)
6236,9547200530,6,4,[3104-3304],[5026-5776],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1963,98115,[1905-2155],[4051-4450],[700000-800000)
6237,6979900010,4,2.5,[3305-3505],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2000,98053,[2156-2406],[13651-14050],[900000-1000000)
6238,5101407305,2,1,[692-892],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,1949,98125,[1654-1904],[6451-6850],[300000-400000)
6239,1951500030,3,1,[893-1093],[10283-11870],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1959,98032,[1152-1402],[10451-10850],[100000-200000)
6240,6762700515,3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Very High Quality and Design,[2540-2789],NoBasement,1984,98102,[1403-1653],[4851-5250],[1400000-1500000)
6241,3026059204,3,2.5,[2702-2902],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2009,98034,[1654-1904],[9251-9650],[800000-900000)
6242,823069044,5,4,[4310-4510],>=54863,2,0,Excellent,OK,Good Quality And Desgin,[3290-3539],[1067-1217],1996,98027,[2658-2908],[13651-14050],[800000-900000)
6243,9521101055,4,1.75,[2501-2701],[4275-5025],1.5,0,OK,Excellent,Good Quality And Desgin,[2040-2289],[312-462],1917,98103,[1905-2155],[3451-3650],[700000-800000)
6244,662350050,5,3.25,[3305-3505],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1999,98007,[2407-2657],[8451-8850],[900000-1000000)
6245,1788300020,3,1,[893-1093],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[161-311],1958,98023,<=900,[8851-9250],[100000-200000)
6246,8901000835,2,1.75,[1496-1696],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[161-311],1939,98125,[1654-1904],[7251-7650],[600000-700000)
6247,1853000300,3,2.75,[3104-3304],[37541-54862],1.5,0,Very Poor,OK,Very High Quality and Design,[3040-3289],NoBasement,1988,98077,[3411-3661],[13651-14050],[800000-900000)
6248,1685200020,3,1.75,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[161-311],1978,98092,[1403-1653],[7651-8050],[200000-300000)
6249,7856610130,4,2.25,[2702-2902],[8030-8780],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1976,98006,[2407-2657],[8451-8850],[800000-900000)
6250,3814900380,3,2.5,[1898-2098],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2014,98092,[2407-2657],[4451-4850],[300000-400000)
6251,1788800610,3,1,[692-892],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1959,98023,<=900,[9251-9650],[100000-200000)
6252,9324800450,3,1.5,[2702-2902],[6528-7278],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1955,98125,[2407-2657],[8051-8450],[500000-600000)
6253,4137010540,3,2.5,[1898-2098],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1990,98092,[1905-2155],[9651-10050],[200000-300000)
6254,8128600060,4,3.25,>=4511,[14751-21509],2,0,OK,OK,Good Quality And Desgin,[3540-3789],[916-1066],1995,98155,[2909-3159],[13251-13650],[600000-700000)
6255,5603700095,3,1.75,[1898-2098],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1962,98006,[2658-2908],[11651-12050],[600000-700000)
6256,6414100025,4,2.5,[3104-3304],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1978,98125,[1654-1904],[6851-7250],[500000-600000)
6257,4166600115,3,2.75,[3104-3304],>=54863,2,1,Excellent,OK,Average Quality And Design,[3040-3289],NoBasement,1925,98023,[2407-2657],[13651-14050],[1100000-1200000)
6258,1370803820,3,2,[1697-1897],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1920,98199,[1152-1402],[4851-5250],[600000-700000)
6259,1762600320,5,4,[3707-3907],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1983,98033,[3411-3661],[13651-14050],[1000000-1100000)
6260,9238900855,2,1,[893-1093],[4275-5025],1,0,Good,OK,Average Quality And Design,[790-1039],NoBasement,1926,98136,[1654-1904],[4851-5250],[700000-800000)
6261,8562750320,3,2.5,[2300-2500],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2003,98027,[2407-2657],[3851-4050],[500000-600000)
6262,98030160,3,3.5,[3305-3505],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2008,98075,[3411-3661],[7651-8050],[700000-800000)
6263,9818700645,3,1.75,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1979,98122,[1152-1402],[3451-3650],[400000-500000)
6264,9551201155,3,3.25,[2501-2701],[4275-5025],1.5,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[916-1066],1909,98103,[1905-2155],[4451-4850],[900000-1000000)
6265,2564900470,4,2.75,[2702-2902],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2008,98033,[1654-1904],[7651-8050],[700000-800000)
6266,8929000040,3,2.5,[1898-2098],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],2014,98029,[1403-1653],[1651-1850],[400000-500000)
6267,1645000710,3,1,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1967,98022,[901-1151],[8051-8450],[200000-300000)
6268,7856550240,5,2.25,[3305-3505],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1979,98006,[2909-3159],[8851-9250],[800000-900000)
6269,6145600955,4,1,[1094-1294],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1972,98133,[1403-1653],[3651-3850],[300000-400000)
6270,4051150070,3,1.5,[893-1093],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2009,98042,[1403-1653],[4051-4450],[200000-300000)
6271,1794500870,3,1,[1295-1495],[2021-3523],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1909,98119,[1403-1653],[3451-3650],[700000-800000)
6272,3343901234,3,1.5,[1094-1294],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1961,98056,[1152-1402],[7251-7650],[300000-400000)
6273,9183703045,4,2,[2099-2299],[8030-8780],1.5,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1958,98030,[1654-1904],[8051-8450],[200000-300000)
6274,6891100590,4,2.75,[2702-2902],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2011,98052,[2909-3159],[5651-6050],[700000-800000)
6275,8562790950,3,2.5,[2300-2500],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[161-311],2012,98027,[2407-2657],[2651-2850],[700000-800000)
6276,9201300050,5,2.25,[2702-2902],[8030-8780],2,1,Excellent,OK,Good Quality And Desgin,[2790-3039],NoBasement,1963,98075,[3160-3410],[8851-9250],[1800000-1900000)
6277,2923501130,4,2.25,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1977,98027,[2156-2406],[7251-7650],[500000-600000)
6278,4217401195,5,2.25,[2702-2902],[5777-6527],1.5,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[463-613],1927,98105,[2658-2908],[5651-6050],[900000-1000000)
6279,7300400150,4,2.5,[2300-2500],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1998,98092,[2407-2657],[6051-6450],[200000-300000)
6280,7135520810,4,4,[4310-4510],[14751-21509],1,0,Very Poor,Good,Very High Quality and Design,[2290-2539],>= 1671,1994,98059,[2909-3159],[12051-12450],[1200000-1300000)
6281,7518502490,3,2,[1496-1696],[5026-5776],1.5,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1907,98117,[1654-1904],[4851-5250],[500000-600000)
6282,8564860280,3,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2013,98045,[2909-3159],[5651-6050],[400000-500000)
6283,603000926,5,3.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2013,98118,[1403-1653],[4451-4850],[300000-400000)
6284,1250202255,3,1.75,[1094-1294],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1916,98144,[1905-2155],[5651-6050],[600000-700000)
6285,7888000400,3,1,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1959,98198,[1152-1402],[7651-8050],[100000-200000)
6286,3832061060,4,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],NoBasement,2007,98042,[2156-2406],[5651-6050],[300000-400000)
6287,1035000007,3,2,[1697-1897],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1953,98118,[1905-2155],[7651-8050],[200000-300000)
6288,1246700251,4,3,[3707-3907],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1991,98033,[1403-1653],[13651-14050],[800000-900000)
6289,5153900150,3,1,[1094-1294],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1967,98003,[1152-1402],[7651-8050],[200000-300000)
6290,6052401631,3,1.5,[1295-1495],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1960,98198,[1654-1904],[10451-10850],[300000-400000)
6291,546001060,4,1.75,[1697-1897],[4275-5025],2,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],NoBasement,1941,98117,[1403-1653],[4051-4450],[700000-800000)
6292,179000100,2,1,<=691,[4275-5025],1,0,Very Poor,Excellent,Bad Quality And Design,[540-789],NoBasement,1922,98168,[1403-1653],[4851-5250],[100000-200000)
6293,1959700225,3,1.75,[1295-1495],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2014,98102,[1654-1904],[1851-2050],[700000-800000)
6294,3271301175,2,1,[1094-1294],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1939,98199,[1654-1904],[5651-6050],[600000-700000)
6295,8651730580,3,2.25,[1898-2098],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1979,98034,[2407-2657],[8051-8450],[500000-600000)
6296,255550100,3,2.25,[1898-2098],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2004,98019,[1905-2155],[2851-3050],[300000-400000)
6297,9526600210,4,2.5,[2501-2701],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2009,98052,[2909-3159],[4851-5250],[700000-800000)
6298,7292700005,4,1.75,[3104-3304],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1067-1217],1959,98177,[1654-1904],[8051-8450],[400000-500000)
6299,5557800010,3,1.75,[1295-1495],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1962,98023,[1654-1904],[9651-10050],[200000-300000)
6300,4139450360,4,2.5,[3305-3505],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1995,98006,[3160-3410],[9251-9650],[900000-1000000)
6301,7227500865,2,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1942,98056,[901-1151],[4451-4850],[100000-200000)
6302,1432400120,3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1958,98058,[901-1151],[7251-7650],[100000-200000)
6303,3521069146,3,2.5,[3305-3505],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[916-1066],1994,98022,[2658-2908],[13651-14050],[400000-500000)
6304,1591000015,3,1,[1094-1294],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1954,98106,[1152-1402],[6451-6850],[200000-300000)
6305,3629860160,3,2.5,[3707-3907],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],[463-613],2002,98029,[2909-3159],[5251-5650],[800000-900000)
6306,3990000050,3,2.25,[2501-2701],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[916-1066],1966,98166,[1905-2155],[9251-9650],[400000-500000)
6307,3204800200,4,2.75,[3305-3505],[10283-11870],2,0,Very Poor,Excellent,Good Quality And Desgin,[2040-2289],[1067-1217],1960,98056,[2658-2908],[8051-8450],[600000-700000)
6308,5163700085,3,1,[1697-1897],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1951,98031,[1654-1904],[11251-11650],[200000-300000)
6309,291310610,3,2.25,[1295-1495],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],<=160,2004,98027,[1403-1653],[1051-1250],[400000-500000)
6310,2877102651,4,2,[2300-2500],[2021-3523],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[614-764],1915,98117,[1654-1904],[4051-4450],[600000-700000)
6311,3342102385,4,2.25,[2099-2299],[6528-7278],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[614-764],1959,98056,[2658-2908],[6451-6850],[300000-400000)
6312,240000269,4,4.5,[3908-4108],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2007,98188,[1654-1904],[9651-10050],[500000-600000)
6313,6064800730,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2003,98118,[1403-1653],[2451-2650],[300000-400000)
6314,6600400260,3,1,[1295-1495],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1969,98042,[1152-1402],[9651-10050],[200000-300000)
6315,8651510380,3,2,[1898-2098],[8781-9531],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[765-915],1982,98074,[1905-2155],[9251-9650],[300000-400000)
6316,3126049415,3,1.75,[1295-1495],[2021-3523],3,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1999,98103,[1403-1653],[1651-1850],[300000-400000)
6317,7691800020,4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2002,98075,[2407-2657],[4451-4850],[600000-700000)
6318,6205500580,3,2.5,[2501-2701],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1978,98005,[1905-2155],[12051-12450],[500000-600000)
6319,3276930400,4,2.25,[2099-2299],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1989,98075,[2909-3159],[13651-14050],[600000-700000)
6320,1760650880,4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2013,98042,[1905-2155],[3651-3850],[300000-400000)
6321,7625702615,2,1,<=691,[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1918,98136,[901-1151],[1251-1450],[400000-500000)
6322,3213200215,2,1,[893-1093],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1938,98115,[1152-1402],[4851-5250],[600000-700000)
6323,7625700012,3,2.75,[1094-1294],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],2006,98136,[1403-1653],[2851-3050],[300000-400000)
6324,4058200915,3,1.75,[1898-2098],[6528-7278],1,0,OK,OK,Average Quality And Design,[1040-1289],[916-1066],1939,98178,[2156-2406],[7251-7650],[300000-400000)
6325,4038600260,4,2.25,[2300-2500],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[765-915],1961,98008,[2156-2406],[8851-9250],[600000-700000)
6326,2822100175,3,1.75,[1295-1495],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1978,98108,[1403-1653],[4451-4850],[200000-300000)
6327,7701990700,4,2.5,[3104-3304],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,1993,98077,[3160-3410],[13651-14050],[800000-900000)
6328,1093000090,2,2,[1898-2098],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1941,98115,[1403-1653],[4851-5250],[700000-800000)
6329,2623029078,5,2,[2099-2299],>=54863,1.5,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1913,98070,[1905-2155],[13651-14050],[400000-500000)
6330,5201000030,4,2.5,[2300-2500],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1995,98077,[2156-2406],[13651-14050],[500000-600000)
6331,2817900100,3,2.75,[2702-2902],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],1988,98092,[2658-2908],[13651-14050],[400000-500000)
6332,6822100750,3,1.75,[1496-1696],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1940,98199,[1654-1904],[5651-6050],[700000-800000)
6333,1760650750,4,2.5,[2300-2500],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2012,98042,[1905-2155],[3651-3850],[300000-400000)
6334,8000200090,3,2.5,[1496-1696],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1996,98003,[1654-1904],[9651-10050],[200000-300000)
6335,8691400080,4,2.75,[3104-3304],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98075,[3160-3410],[6851-7250],[800000-900000)
6336,3523029077,3,1,[1295-1495],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1924,98070,[1654-1904],[13651-14050],[200000-300000)
