Int32,String,DateTime,Double,Int32,Double,String,String,Double,Boolean,String,String,String,String,String,Int32,String,String,String,String
10411,1697000370,20150325T000000,234000,3,1,[893-1093],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1971,98198,[1403-1653],[8451-8850],[200000-300000)
10412,1644500050,20150312T000000,875000,6,3.5,[4310-4510],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[1369-1519],2001,98056,[2658-2908],[5651-6050],[800000-900000)
10413,952002250,20150324T000000,407000,2,2.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[312-462],2008,98116,[1403-1653],[1251-1450],[400000-500000)
10414,3278600670,20140523T000000,235000,2,1,[1094-1294],[1270-2020],1.5,0,Very Poor,OK,Good Quality And Desgin,[790-1039],<=160,2007,98126,[1152-1402],[1651-1850],[200000-300000)
10415,7853280620,20141212T000000,689000,4,3.5,[4310-4510],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],[1067-1217],2006,98065,>=3913,[6051-6450],[600000-700000)
10416,4113800550,20140721T000000,562500,4,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1991,98056,[2407-2657],[9651-10050],[500000-600000)
10417,1088650310,20150127T000000,530000,4,2.5,[2300-2500],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2004,98028,[2407-2657],[5251-5650],[500000-600000)
10418,587550470,20150429T000000,600000,3,2.75,[3506-3706],[11871-14750],2,0,Good,Good,Good Quality And Desgin,[2040-2289],[1369-1519],1989,98023,>=3913,[13651-14050],[600000-700000)
10419,1025049266,20140930T000000,555000,2,2.25,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[161-311],2014,98105,[1152-1402],[1251-1450],[500000-600000)
10420,7277100610,20140825T000000,380000,2,1,[1094-1294],[7279-8029],1,0,Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1947,98177,[901-1151],[6851-7250],[300000-400000)
10421,7649400170,20141205T000000,675000,3,2.25,[1898-2098],[2021-3523],2,0,OK,OK,Good Quality And Desgin,[1290-1539],[463-613],1966,98136,[1905-2155],[3651-3850],[600000-700000)
10422,1837010040,20140905T000000,569500,4,2.5,[2702-2902],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1067-1217],1971,98177,[2407-2657],[8051-8450],[500000-600000)
10423,4022300035,20141009T000000,424000,3,1,[1496-1696],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1955,98155,[1905-2155],[13651-14050],[400000-500000)
10424,8820900029,20140610T000000,700000,5,2.75,[2903-3103],[9532-10282],2,0,OK,Good,Good Quality And Desgin,[3040-3289],NoBasement,1950,98125,[1905-2155],[8051-8450],[700000-800000)
10425,2781250530,20140812T000000,225000,2,2.5,[1295-1495],[2021-3523],2,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,2003,98038,[1152-1402],[2651-2850],[200000-300000)
10426,7732410220,20140701T000000,808000,4,2.25,[2300-2500],[8781-9531],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1987,98007,[2407-2657],[8451-8850],[800000-900000)
10427,126059310,20141130T000000,1.00E+06,3,2.25,[2903-3103],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2005,98072,[1905-2155],[13651-14050],[1000000-1100000)
10428,2919701944,20141010T000000,474000,3,1,[1094-1294],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[540-789],[312-462],1944,98117,[1152-1402],[3851-4050],[400000-500000)
10429,7646900360,20140918T000000,420000,3,1,[1295-1495],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1955,98116,[1403-1653],[4851-5250],[400000-500000)
10430,3291800510,20140610T000000,310000,3,1.75,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1984,98056,[1654-1904],[7251-7650],[300000-400000)
10431,3080000005,20150417T000000,181000,2,1,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1942,98144,[1152-1402],[3851-4050],[100000-200000)
10432,1761300650,20141006T000000,295000,4,2,[1697-1897],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1975,98031,[1654-1904],[7251-7650],[200000-300000)
10433,2392100090,20150402T000000,550000,3,1.75,[1496-1696],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1948,98116,[1403-1653],[5651-6050],[500000-600000)
10434,6788200931,20140520T000000,710000,2,1,[1697-1897],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1923,98112,[1152-1402],[3851-4050],[700000-800000)
10435,6150700394,20140506T000000,365000,3,1.5,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1950,98133,[901-1151],[7251-7650],[300000-400000)
10436,1777600880,20140711T000000,582000,5,2.5,[2702-2902],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1067-1217],1968,98006,[2658-2908],[9651-10050],[500000-600000)
10437,8929000380,20140805T000000,479990,3,2.5,[1898-2098],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],2014,98029,[1654-1904],[1851-2050],[400000-500000)
10438,1102000237,20150428T000000,712500,4,2.75,[2300-2500],[10283-11870],1,0,Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],1948,98118,[3160-3410],[9251-9650],[700000-800000)
10439,6072500490,20140801T000000,423800,3,2.5,[1898-2098],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1965,98006,[1905-2155],[8051-8450],[400000-500000)
10440,5152800030,20150421T000000,485000,4,2.75,[2903-3103],[14751-21509],1,0,OK,Good,Good Quality And Desgin,[2040-2289],[765-915],1969,98003,[2658-2908],[13651-14050],[400000-500000)
10441,3380900160,20150428T000000,502000,4,1.5,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1953,98177,[1654-1904],[8451-8850],[500000-600000)
10442,1523069022,20150506T000000,300000,3,1.5,[1496-1696],>=54863,1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1948,98027,[1654-1904],[13651-14050],[300000-400000)
10443,6821102350,20150109T000000,323000,2,1,[692-892],[1270-2020],2,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1945,98199,[1152-1402],[1651-1850],[300000-400000)
10444,622100092,20140716T000000,440000,3,1.75,[1898-2098],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1979,98072,[2407-2657],[9651-10050],[400000-500000)
10445,4178500300,20140916T000000,269000,3,2.5,[1697-1897],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1990,98042,[1654-1904],[6851-7250],[200000-300000)
10446,6071300090,20140826T000000,400000,3,1.75,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1960,98006,[1905-2155],[10051-10450],[400000-500000)
10447,1245000461,20140703T000000,1.15E+06,5,2.5,[3506-3706],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2000,98033,[2658-2908],[9251-9650],[1100000-1200000)
10448,4443801340,20141006T000000,480000,3,1.75,[1496-1696],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1952,98117,[1152-1402],[3851-4050],[400000-500000)
10449,1422300100,20140929T000000,435000,3,2.5,[1697-1897],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1991,98045,[1654-1904],[13651-14050],[400000-500000)
10450,3501100050,20141210T000000,125000,3,1,[1094-1294],[4275-5025],1.5,0,Very Poor,Very Poor,Bad Quality And Design,[1040-1289],NoBasement,1916,98117,[1152-1402],[4451-4850],[100000-200000)
10451,5088500310,20150312T000000,435000,3,2,[2501-2701],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[312-462],1990,98038,[2658-2908],[11251-11650],[400000-500000)
10452,3037200141,20150309T000000,546000,2,2.25,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2010,98122,[1403-1653],[1651-1850],[500000-600000)
10453,6441800060,20141209T000000,725786,4,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2000,98075,[3411-3661],[6451-6850],[700000-800000)
10454,4319200450,20150120T000000,436000,4,1,[1094-1294],[6528-7278],1.5,0,OK,OK,Average Quality And Design,[1040-1289],NoBasement,1908,98136,[1654-1904],[6451-6850],[400000-500000)
10455,84000245,20141120T000000,190000,3,1.75,[1094-1294],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1942,98146,[1152-1402],[9251-9650],[100000-200000)
10456,1787270090,20150225T000000,299800,4,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2002,98092,[2407-2657],[5251-5650],[200000-300000)
10457,6841700100,20140929T000000,740000,3,3.5,[2300-2500],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[463-613],1907,98122,[1905-2155],[4451-4850],[700000-800000)
10458,7768800270,20140715T000000,907687,4,2.5,[3506-3706],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[614-764],2014,98075,[3411-3661],[5651-6050],[900000-1000000)
10459,4319200820,20150122T000000,333000,3,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,1944,98126,[1403-1653],[7251-7650],[300000-400000)
10460,2174503441,20140703T000000,650000,3,1.5,[1295-1495],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1960,98040,[1403-1653],[8851-9250],[600000-700000)
10461,224069010,20140725T000000,653450,3,2.5,[1898-2098],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[463-613],1980,98075,[2407-2657],[13651-14050],[600000-700000)
10462,2781600195,20141117T000000,285000,1,1,[893-1093],[37541-54862],1,1,Excellent,OK,Bad Quality And Design,[1040-1289],NoBasement,1935,98070,[2156-2406],[13651-14050],[200000-300000)
10463,6169900545,20140625T000000,1.33E+06,3,1.5,[1898-2098],[2021-3523],1.5,0,OK,OK,Good Quality And Desgin,[1790-2039],NoBasement,1900,98119,[2407-2657],[3451-3650],[1300000-1400000)
10464,6861700156,20141027T000000,1.05E+06,4,2.25,[2501-2701],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[765-915],1909,98102,[2156-2406],[4451-4850],[1000000-1100000)
10465,7708250010,20150107T000000,325000,3,2.5,[1697-1897],[7279-8029],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1995,98042,[1905-2155],[7251-7650],[300000-400000)
10466,1432400065,20140605T000000,189000,3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1958,98058,[1152-1402],[7251-7650],[100000-200000)
10467,822059038,20140731T000000,290000,6,4.5,[2702-2902],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1958,98031,[1905-2155],[8051-8450],[200000-300000)
10468,9286100300,20140801T000000,483500,3,2.5,[1496-1696],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2001,98027,[1654-1904],[2851-3050],[400000-500000)
10469,7140600190,20140905T000000,233500,3,1.5,[1496-1696],[10283-11870],1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1957,98002,[1152-1402],[10451-10850],[200000-300000)
10470,251300110,20150114T000000,358000,3,2.25,[2501-2701],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1988,98003,[1654-1904],[7651-8050],[300000-400000)
10471,8125200273,20141223T000000,219950,3,1.5,[1094-1294],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1964,98188,[1905-2155],[11651-12050],[200000-300000)
10472,8682280270,20140903T000000,530000,2,2.5,[1898-2098],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2006,98053,[1403-1653],[3851-4050],[500000-600000)
10473,5469300270,20140506T000000,234000,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[463-613],1975,98042,[1403-1653],[7251-7650],[200000-300000)
10474,6413600192,20150427T000000,325000,2,1.5,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,2004,98125,[1152-1402],[1651-1850],[300000-400000)
10475,2770602265,20150224T000000,345000,3,2,[1295-1495],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[463-613],1908,98199,[1403-1653],[4851-5250],[300000-400000)
10476,4447300008,20140923T000000,530000,3,1.5,[1898-2098],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2002,98117,[1403-1653],[1851-2050],[500000-600000)
10477,1819800286,20140616T000000,460000,2,1,[692-892],[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,[540-789],<=160,1919,98107,[1403-1653],[4051-4450],[400000-500000)
10478,6802200110,20141029T000000,231200,3,2,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1991,98022,[1403-1653],[8451-8850],[200000-300000)
10479,538000190,20150213T000000,334950,4,2.5,[2099-2299],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1999,98038,[1905-2155],[5251-5650],[300000-400000)
10480,9828701507,20141202T000000,759000,3,2.25,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2014,98112,[1403-1653],[3851-4050],[700000-800000)
10481,7322910030,20140721T000000,1.10E+06,5,3.5,[4310-4510],>=54863,2,0,Very Poor,Good,Good Quality And Desgin,>=4290,NoBasement,1990,98053,[2658-2908],[13651-14050],[1100000-1200000)
10482,1118000080,20150331T000000,1.93E+06,4,3.75,[3506-3706],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1951,98112,[3411-3661],[9251-9650],[1900000-2000000)
10483,9521101455,20140723T000000,548000,2,1,[1295-1495],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[161-311],1916,98103,[1403-1653],[3851-4050],[500000-600000)
10484,4035900015,20140619T000000,659500,4,3,[2501-2701],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[614-764],1956,98006,[2407-2657],[13651-14050],[600000-700000)
10485,1315300070,20150319T000000,925500,3,2.75,[1898-2098],[5026-5776],1.5,0,Good,OK,Good Quality And Desgin,[1790-2039],NoBasement,1915,98136,[1905-2155],[4851-5250],[900000-1000000)
10486,9512200140,20140725T000000,479950,3,2,[2099-2299],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2012,98058,[2156-2406],[6451-6850],[400000-500000)
10487,2391602500,20140515T000000,512500,3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1997,98116,[1152-1402],[5651-6050],[500000-600000)
10488,8647800040,20150325T000000,280000,3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1991,98042,[1654-1904],[7251-7650],[200000-300000)
10489,5100401516,20140925T000000,407000,2,1,[692-892],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1912,98115,[1654-1904],[6051-6450],[400000-500000)
10490,1250200552,20150312T000000,399950,3,2.5,[1496-1696],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],2007,98144,[1403-1653],[1451-1650],[300000-400000)
10491,1825069031,20141016T000000,550000,4,1.75,[2300-2500],[8030-8780],2,0,Good,Good,Good Quality And Desgin,[2040-2289],[312-462],1936,98074,[2407-2657],[13651-14050],[500000-600000)
10492,8682292090,20140709T000000,737000,2,2.25,[2099-2299],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2007,98053,[1654-1904],[6051-6450],[700000-800000)
10493,3488300085,20140919T000000,435000,2,1,[692-892],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[540-789],NoBasement,1920,98116,[1152-1402],[5251-5650],[400000-500000)
10494,3297700100,20140903T000000,577000,3,1.75,[1697-1897],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1953,98116,[1654-1904],[6851-7250],[500000-600000)
10495,255450040,20140918T000000,389517,4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2014,98038,[2156-2406],[4451-4850],[300000-400000)
10496,8078550320,20150326T000000,290000,3,2,[1094-1294],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1987,98031,[1403-1653],[7251-7650],[200000-300000)
10497,100300280,20141020T000000,355000,3,2.25,[1295-1495],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2010,98059,[1403-1653],[3851-4050],[300000-400000)
10498,6623400356,20140702T000000,250000,3,1.75,[1094-1294],[21510-37540],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1984,98031,[1905-2155],[4051-4450],[200000-300000)
10499,6392002020,20150324T000000,559000,3,1.75,[1697-1897],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1967,98115,[1654-1904],[5651-6050],[500000-600000)
10500,3630200340,20141001T000000,1.26E+06,4,3.25,[4310-4510],[5777-6527],2,0,Good,OK,Very High Quality and Design,[3290-3539],[916-1066],2007,98027,>=3913,[5651-6050],[1200000-1300000)
10501,5469502460,20140909T000000,375000,4,2.75,[3104-3304],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[916-1066],1971,98042,[2658-2908],[12851-13250],[300000-400000)
10502,3126049500,20140522T000000,359000,3,1.5,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2008,98103,[1152-1402],[1051-1250],[300000-400000)
10503,1868901120,20140606T000000,660000,3,1.75,[1898-2098],[2021-3523],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],[765-915],1926,98115,[1403-1653],[4851-5250],[600000-700000)
10504,4217401055,20140502T000000,1.40E+06,4,2.5,[2903-3103],[3524-4274],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],[916-1066],1909,98105,[2407-2657],[3851-4050],[1400000-1500000)
10505,4010800110,20140609T000000,305100,3,2,[1496-1696],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1974,98058,[2658-2908],[13651-14050],[300000-400000)
10506,3782100035,20140813T000000,299000,3,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1955,98155,[901-1151],[8051-8450],[200000-300000)
10507,4058802255,20140724T000000,219950,2,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1948,98178,[901-1151],[6851-7250],[200000-300000)
10508,1862400292,20140723T000000,391000,2,1,[692-892],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1946,98117,[1654-1904],[5651-6050],[300000-400000)
10509,5608030020,20150203T000000,600000,5,3.5,[3305-3505],[14751-21509],2,0,Poor,OK,Good Quality And Desgin,[2540-2789],[614-764],1998,98027,[3160-3410],[12851-13250],[600000-700000)
10510,182000350,20150325T000000,287500,5,2,[1898-2098],>=54863,1.5,0,Very Poor,Good,Average Quality And Design,[1540-1789],[312-462],1936,98178,[1152-1402],[12851-13250],[200000-300000)
10511,1873100490,20150502T000000,760000,4,2.5,[3506-3706],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2006,98052,[2407-2657],[4451-4850],[700000-800000)
10512,7774200236,20141211T000000,357000,3,1.5,[1295-1495],[10283-11870],1,0,Very Poor,Poor,Average Quality And Design,[1290-1539],NoBasement,1950,98146,[1905-2155],[13651-14050],[300000-400000)
10513,1775700011,20150512T000000,390000,3,2.5,[1295-1495],[21510-37540],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1992,98077,[1403-1653],[12451-12850],[300000-400000)
10514,9523100712,20140618T000000,485000,2,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],<=160,2008,98103,[1403-1653],[1451-1650],[400000-500000)
10515,715010130,20150202T000000,1.75E+06,6,4.25,>=4511,[11871-14750],2,0,Good,OK,Good Quality And Desgin,[4040-4289],>= 1671,2013,98006,>=3913,[13651-14050],[1700000-1800000)
10516,8824900020,20150327T000000,937750,4,2.75,[2501-2701],[3524-4274],1.5,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],[765-915],1917,98115,[1905-2155],[3651-3850],[900000-1000000)
10517,1026069106,20150421T000000,413100,3,2.25,[1697-1897],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1980,98077,[1905-2155],[13651-14050],[400000-500000)
10518,3876300600,20141212T000000,371000,4,1.75,[1496-1696],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1968,98034,[1654-1904],[11651-12050],[300000-400000)
10519,6300000364,20140616T000000,235000,2,1.5,[692-892],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1999,98133,<=900,[4851-5250],[200000-300000)
10520,5205000160,20140711T000000,350000,4,2.5,[2501-2701],[10283-11870],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1989,98003,[2156-2406],[8451-8850],[300000-400000)
10521,7818900060,20140708T000000,458400,4,2.5,[1898-2098],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1921,98177,[1905-2155],[7651-8050],[400000-500000)
10522,1221039066,20141017T000000,310000,4,2.5,[3104-3304],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1218-1368],1960,98023,[2658-2908],[13651-14050],[300000-400000)
10523,5422560470,20141203T000000,440000,3,2,[1496-1696],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1977,98052,[1654-1904],[6051-6450],[400000-500000)
10524,1121059105,20140708T000000,378500,3,2.5,[2702-2902],[37541-54862],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],NoBasement,1990,98092,[2156-2406],[13651-14050],[300000-400000)
10525,7802900224,20140707T000000,670000,5,2.5,[2702-2902],>=54863,2,0,Very Poor,Excellent,Good Quality And Desgin,[2790-3039],NoBasement,1958,98065,[1654-1904],[13651-14050],[600000-700000)
10526,3591000030,20140823T000000,728000,4,2.5,[2501-2701],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1994,98052,[2407-2657],[11651-12050],[700000-800000)
10527,7883602650,20150413T000000,250000,2,1,[692-892],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1925,98108,[901-1151],[5651-6050],[200000-300000)
10528,6751300255,20140616T000000,470000,3,1.5,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1956,98007,[1403-1653],[7651-8050],[400000-500000)
10529,2133010290,20140724T000000,398000,4,2.5,[1898-2098],[11871-14750],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1989,98019,[1905-2155],[12451-12850],[300000-400000)
10530,3243100050,20140722T000000,250000,3,1,[1094-1294],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1960,98059,[1403-1653],[9251-9650],[200000-300000)
10531,3205500020,20150408T000000,352000,3,1.75,[1094-1294],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1971,98034,[1403-1653],[6851-7250],[300000-400000)
10532,1245003006,20141110T000000,1.15E+06,4,3.75,[3104-3304],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[614-764],2012,98033,[2909-3159],[8451-8850],[1100000-1200000)
10533,7856560320,20150317T000000,962000,4,2.25,[3305-3505],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1369-1519],1981,98006,[2407-2657],[9651-10050],[900000-1000000)
10534,9406540130,20150403T000000,489000,4,2.5,[3908-4108],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[1067-1217],2000,98038,[2407-2657],[7251-7650],[400000-500000)
10535,5015000596,20141201T000000,834000,3,2.25,[2501-2701],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1983,98112,[1654-1904],[4051-4450],[800000-900000)
10536,259600050,20150223T000000,458500,3,1.75,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1964,98008,[1403-1653],[9251-9650],[400000-500000)
10537,5634500251,20150327T000000,450000,3,1,[1094-1294],[21510-37540],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1938,98028,[1654-1904],[13651-14050],[400000-500000)
10538,6385000025,20141017T000000,521450,3,2,[1094-1294],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1950,98116,[1152-1402],[5651-6050],[500000-600000)
10539,4415600030,20150316T000000,433000,3,2.75,[1898-2098],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1954,98166,[1403-1653],[6851-7250],[400000-500000)
10540,3528960020,20140708T000000,673000,3,2.75,[2702-2902],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2012,98029,[2156-2406],[3451-3650],[600000-700000)
10541,3291800120,20150102T000000,262500,3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1980,98056,[1403-1653],[7651-8050],[200000-300000)
10542,110000040,20150317T000000,278000,5,1.5,[1697-1897],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1960,98032,[1654-1904],[8451-8850],[200000-300000)
10543,1081330060,20140813T000000,375000,4,2.25,[2099-2299],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1975,98059,[1905-2155],[12051-12450],[300000-400000)
10544,1523300141,20140623T000000,402101,2,0.75,[893-1093],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,2009,98144,[901-1151],[1851-2050],[400000-500000)
10545,1066600045,20140904T000000,350000,3,1,[1094-1294],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1959,98056,[1654-1904],[10451-10850],[300000-400000)
10546,9297800165,20141211T000000,430000,4,2.25,[1898-2098],[4275-5025],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1040-1289],[765-915],1925,98126,[1403-1653],[4451-4850],[400000-500000)
10547,1939120540,20140722T000000,640000,3,2.5,[2300-2500],[8030-8780],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1990,98074,[2156-2406],[7651-8050],[600000-700000)
