Int32,String,Double,Int32,Double,Double,Double,Double,Boolean,Int32,Int32,Int32,Double,Double,Int32,Int32,Double,Double,,
11110,3111300040,435000,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,98177,2080,8494,,
11111,955000430,540000,2,1.25,1230,1569,2,0,0,3,9,1050,180,2009,98112,1100,1230,,
11112,4054710190,695000,3,2.5,2620,51354,2,0,0,3,9,2620,0,1998,98077,2620,37042,,
11113,5100400251,390000,2,1,962,1992,2,0,0,3,7,962,0,2012,98115,1130,1992,,
11114,8562740370,751000,4,2.5,2790,6538,2,0,0,3,9,2790,0,2003,98027,2990,6538,,
11115,2331300415,780000,3,2.25,2140,3000,2,0,0,3,9,2140,0,1905,98103,1430,4712,,
11116,6744700302,790000,4,1.75,2050,10920,1,0,3,3,8,1450,600,1974,98155,2440,10920,,
11117,1771000540,325000,3,1,1160,9525,1,0,0,4,7,1160,0,1968,98077,1160,10640,,
11118,2553300030,648000,4,2.5,2380,13435,2,0,0,3,10,2380,0,1992,98075,2730,9677,,
11119,9475700220,405000,4,2.5,2220,4652,2,0,0,3,7,2220,0,2001,98059,1840,4500,,
11120,3876310860,350000,4,1.75,2310,9002,1,0,0,3,7,1780,530,1970,98034,2090,8814,,
11121,4292300024,350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,98133,1490,8196,,
11122,9477001350,360000,3,1.75,1300,7770,1,0,0,3,7,1300,0,1967,98034,1520,7600,,
11123,1250200693,515000,3,3,2100,2409,2,0,0,3,8,1660,440,2008,98144,1900,2400,,
11124,6386600130,218000,3,1.5,1330,7600,1,0,0,4,7,1330,0,1968,98023,1500,7776,,
11125,1787600252,282000,2,1,1150,6098,1,0,0,3,7,950,200,1948,98125,1790,8455,,
11126,2579500181,1.33E+06,4,3.5,3440,9776,2,0,0,3,10,3440,0,2006,98040,2400,11000,,
11127,1330300451,1.57E+06,3,1.75,2190,8500,1,0,0,4,9,2190,0,1957,98112,2850,8868,,
11128,1237500120,300000,3,1,1090,9900,1,0,0,4,7,1090,0,1955,98052,1720,10419,,
11129,3024059126,1.20E+06,5,3,3420,18129,2,0,0,3,9,2540,880,1952,98040,3750,16316,,
11130,984100010,300000,4,2.25,2080,7700,1,0,0,3,7,1450,630,1968,98058,1900,7980,,
11131,1823049179,385000,4,2,2340,9716,1,0,0,3,7,2340,0,2009,98146,1180,13500,,
11132,3630080030,405000,3,2.5,1440,2163,2,0,0,3,7,1440,0,2005,98029,1440,2207,,
11133,7732410130,600000,3,2.25,2230,9053,2,0,0,4,9,2230,0,1987,98007,2390,8038,,
11134,1332200130,324950,4,2.5,2641,8615,2,0,0,3,7,2641,0,1998,98031,2641,8091,,
11135,8651442910,247500,4,2,1710,5200,1,0,0,4,7,910,800,1977,98042,1560,5200,,
11136,9544200422,1.27E+06,4,2.75,3820,8850,2,0,0,3,10,3820,0,2014,98033,2330,12000,,
11137,7895500070,240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,98001,1290,7800,,
11138,6933600540,508000,2,1,820,5040,1,0,0,3,7,820,0,1953,98199,1730,5760,,
11139,323069158,620000,3,2,2460,41343,1,0,0,4,8,2460,0,1988,98027,2500,53885,,
11140,7215730730,515000,4,2.5,1800,4338,2,0,0,3,8,1800,0,2001,98075,1800,4507,,
11141,1352300120,262000,2,1,1500,4120,1.5,0,0,3,5,880,620,1928,98055,1300,4120,,
11142,2568300045,649950,6,2,1900,8240,1,0,0,2,7,1200,700,1964,98125,1900,8240,,
11143,7853360850,471500,3,2.5,2430,5866,2,0,0,3,7,2430,0,2009,98065,2380,5866,,
11144,4024101421,320000,4,1,1460,7200,1.5,0,0,4,7,1460,0,1955,98155,1690,7357,,
11145,5101402618,935000,4,3,3680,7105,2,0,2,3,10,2890,790,2008,98115,1580,6815,,
11146,9275700005,1.05E+06,3,2.25,2880,6092,2,0,4,4,8,1920,960,1983,98116,2880,5308,,
11147,2558700090,455000,5,2.5,2240,7770,1,0,0,3,7,1340,900,1978,98034,1820,7770,,
11148,8956200770,549950,4,3.5,3906,9674,2,0,2,3,9,3906,0,2014,98001,2673,6500,,
11149,4037400430,478000,4,2,1690,8208,1,0,0,4,7,1210,480,1958,98008,1620,8496,,
11150,255550190,350000,3,2.5,2100,3574,2,0,0,3,7,1690,410,2005,98019,1970,2962,,
11151,7192800145,420000,2,1,2100,4480,1,0,0,5,7,1400,700,1908,98126,1570,4400,,
11152,1352300580,247000,1,1,460,4120,1,0,0,3,4,460,0,1937,98055,990,4120,,
11153,1471701780,374950,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,1963,98059,1880,14880,,
11154,7968460270,259500,3,2,1330,35060,1,0,0,3,7,1330,0,1989,98092,1660,35100,,
11155,7305300760,317500,2,1.5,1220,8409,1,0,0,4,6,1220,0,1948,98155,1130,8409,,
11156,1921059213,246000,5,1.75,2030,10200,1,0,0,4,7,2030,0,1958,98002,1760,11550,,
11157,9485920120,290000,4,2.5,2340,52272,2,0,0,2,8,2340,0,1978,98042,2480,40500,,
11158,7805450560,960000,4,2.5,3110,11397,2,0,3,4,10,3110,0,1984,98006,3110,11586,,
11159,5152200020,298000,3,1.75,1620,12825,1,0,0,3,8,1340,280,1962,98003,2076,11200,,
11160,7695370160,511000,5,2.5,3361,6983,2,0,0,3,10,3361,0,2006,98092,3112,6920,,
11161,7787920160,472000,5,2.5,2570,7412,2,0,0,3,8,2570,0,2006,98019,2890,8056,,
11162,9238430190,640000,4,2,2310,31850,1.5,0,0,4,8,2310,0,1984,98072,2710,36042,,
11163,8815400105,500000,3,1.75,1620,4200,1,0,0,5,7,830,790,1945,98115,1580,5000,,
11164,7504110780,645000,4,2.5,3160,11380,2,0,0,3,9,3160,0,1983,98074,2970,10385,,
11165,9500900110,224000,3,1.5,1480,10588,1,0,0,3,7,1480,0,1957,98002,1370,10588,,
11166,726059344,475000,3,2.25,1580,8659,1,0,0,4,7,1220,360,1961,98011,1970,9650,,
11167,6384500590,526000,3,1.75,1530,6125,1,0,0,3,7,1120,410,1958,98116,1360,6125,,
11168,8946400100,488000,3,2.5,1940,5660,2,0,0,3,8,1940,0,2001,98072,2110,4581,,
11169,3629790160,524250,3,2.5,1710,3469,2,0,0,3,8,1710,0,1999,98029,2120,3560,,
11170,546001020,554000,3,2,1760,4046,1,0,0,3,7,960,800,1931,98117,1500,4046,,
11171,2062600020,530000,2,2.5,1785,779,2,0,0,3,7,1595,190,1975,98004,1780,794,,
11172,4058801325,319950,2,1,1070,5824,1,0,2,5,7,1070,0,1949,98178,2090,7980,,
11173,7504010570,900000,3,2.5,3180,12600,2,0,0,4,11,3180,0,1978,98074,3030,12835,,
11174,4022900077,615000,4,2.75,2750,15450,1,0,0,3,8,1800,950,1978,98155,2750,10620,,
11175,4310702759,326000,2,1.5,1030,798,3,0,0,3,8,1030,0,2008,98103,1020,1026,,
11176,2461900550,500000,4,1.75,2040,6000,1,0,0,5,7,1020,1020,1943,98136,1440,6000,,
11177,2332700060,950000,4,2.25,2620,10920,1,0,0,3,9,2620,0,1965,98005,2370,11907,,
11178,2112700280,295000,3,1.75,1440,4000,1,0,0,4,7,1050,390,1979,98106,1560,4000,,
11179,2312400200,247000,3,2.5,1510,10875,1,0,0,3,7,1150,360,1990,98003,1810,9916,,
11180,9264910100,341500,5,2.25,3120,10400,2,0,0,3,8,3120,0,1980,98023,2160,8267,,
11181,2561340020,325000,3,1.75,1780,11096,1,0,0,3,7,1210,570,1979,98074,1780,10640,,
11182,5631500505,576000,4,2.5,2440,28405,2,0,0,3,8,2440,0,2002,98028,2480,11429,,
11183,625069064,625000,3,2.25,2570,47480,1,0,0,3,9,2570,0,1979,98053,2570,106722,,
11184,5412100240,340000,4,2.5,2550,7555,2,0,0,3,8,2550,0,2001,98001,2550,6800,,
11185,8651510610,475580,3,1.75,1520,11085,1,0,0,3,8,1520,0,1983,98074,2310,9647,,
11186,9476200350,471750,5,3.5,3790,8200,1,0,1,3,8,2120,1670,2001,98056,1740,8676,,
11187,2621700010,569000,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,98053,2350,37920,,
11188,7635801311,495000,3,2,2950,12196,2,0,0,4,7,2310,640,1918,98166,2320,19844,,
11189,2747100024,576000,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,98117,2190,7310,,
11190,2916200138,375000,3,2,1260,7560,2,0,0,5,6,1260,0,1943,98133,1260,7595,,
11191,1455600015,760000,3,3.5,2350,10739,1,0,2,5,7,1340,1010,1940,98125,2580,11026,,
11192,1722800860,400000,3,2.75,2220,5000,2,0,0,3,7,2220,0,1993,98108,960,5000,,
11193,5561200980,390000,4,2.25,2680,35218,2,0,0,3,8,2680,0,1986,98027,2980,35218,,
11194,191100410,970500,3,2.75,2470,10125,2,0,0,3,8,2470,0,1960,98040,2290,10125,,
11195,8807810890,259875,3,1,1250,21303,1,0,0,3,6,1250,0,1970,98053,1250,17920,,
11196,7202340010,671300,4,2.5,3280,5232,2,0,0,3,7,3280,0,2004,98053,2600,5080,,
11197,626059317,375000,3,1.75,1430,10574,2,0,0,3,7,1430,0,1981,98011,1900,10450,,
11198,8643200060,170500,3,1,1640,13939,1,0,0,3,7,1040,600,1960,98198,2080,13000,,
11199,7856410430,1.39E+06,6,2.75,5700,20000,1,0,4,4,10,2850,2850,1977,98006,3690,15700,,
11200,1333300145,2.23E+06,3,4,4200,30120,2,0,2,4,11,3600,600,1933,98112,2760,12200,,
11201,522059130,465000,3,1,1150,18200,1,0,0,5,7,1150,0,1959,98058,1714,18200,,
11202,1250200414,365000,3,2.25,1110,979,2,0,0,3,7,960,150,2008,98144,1170,1400,,
11203,2768301476,495000,3,2.25,1280,1517,2,0,0,3,8,1080,200,2008,98107,1280,1681,,
11204,4312700340,178000,4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1970,98092,1200,11163,,
11205,2321300325,810000,4,2.75,2820,5000,1.5,0,0,3,8,2170,650,1927,98199,1740,5000,,
11206,2923500750,638150,4,2.5,2170,7275,1,0,0,3,8,1820,350,1978,98027,2390,7275,,
11207,3753000010,417250,3,2.25,1606,1452,3,0,0,3,8,1606,0,2009,98125,1516,1939,,
11208,9211500230,263000,4,2.75,1830,7315,1,0,0,5,7,1250,580,1979,98023,1730,7208,,
11209,2095800250,475226,3,2.5,2120,4512,2,0,0,3,8,2120,0,1988,98011,2000,4553,,
11210,5700001055,765000,4,1,2520,5500,1.5,0,0,5,8,1820,700,1912,98144,2350,5000,,
11211,2597490750,689500,4,2.5,2050,2772,2,0,0,3,8,2050,0,2013,98029,1800,2886,,
11212,2425059074,740000,5,3,3655,51836,1,0,0,5,8,2174,1481,1955,98008,2530,8606,,
11213,3223039149,395000,4,2.75,1970,37026,1,0,0,4,8,1970,0,1961,98070,1970,51836,,
11214,4177100005,635000,4,2.5,2970,7961,1,0,0,3,8,2020,950,1969,98125,1410,7959,,
11215,1231000500,275000,3,2,1380,3500,2,0,0,3,7,1380,0,1971,98118,1620,3900,,
11216,9290850950,895000,4,2.5,3480,38985,2,0,0,3,10,3480,0,1989,98053,3630,36290,,
11217,3624039111,215000,3,1,980,5600,1,0,0,2,6,980,0,1949,98106,1840,5302,,
11218,2826049106,490000,3,2.5,1930,7266,2,0,0,3,8,1930,0,2005,98125,1930,7266,,
11219,9268851320,450000,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2012,98027,1620,1068,,
11220,3579000370,448500,3,2.25,1830,7943,2,0,0,3,8,1830,0,1985,98028,2100,8070,,
11221,1938400520,272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,98023,2130,7200,,
11222,1330900570,575000,4,2.5,2520,35636,2,0,0,3,8,2520,0,1980,98053,2230,35673,,
11223,251300260,255000,4,2.5,2070,7800,2,0,0,3,8,2070,0,1989,98003,1950,7815,,
11224,4019300195,900000,3,3,2990,30869,2,0,0,3,10,2990,0,1951,98155,1750,15802,,
11225,5104520640,324950,4,2.5,1770,5000,2,0,0,3,7,1770,0,2004,98038,2080,5100,,
11226,2781270400,215000,2,2,1180,2521,2,0,0,3,6,1180,0,2005,98038,1310,3003,,
11227,2641400290,349000,4,2.5,1800,7620,2,0,0,3,8,1800,0,1995,98055,1800,6879,,
11228,8588000610,210000,3,1,1040,8125,1,0,0,3,7,1040,0,1956,98003,1200,9375,,
11229,774101755,320000,3,1.75,1790,66250,1.5,0,0,3,7,1790,0,2003,98014,1440,59346,,
11230,1858600042,360000,4,3,2483,6870,2,0,0,3,8,2483,0,2005,98030,1943,6434,,
11231,8029520250,450000,3,2.5,3800,13071,2,0,0,3,10,2730,1070,1994,98023,2980,11110,,
11232,7853210180,428000,3,2.5,2340,3466,2,0,0,3,7,2340,0,2004,98065,1970,3739,,
11233,8682262230,489000,2,1.75,1810,4220,2,0,0,3,8,1810,0,2004,98053,1350,4479,,
11234,9510970530,680000,3,2.5,2120,3600,2,0,0,3,9,2120,0,2005,98052,2540,4592,,
11235,7202270930,600000,4,2.5,2560,5593,2,0,0,3,7,2560,0,2001,98053,2800,5890,,
11236,8085400376,2.32E+06,4,3.5,5050,9520,2,0,0,3,11,3610,1440,2007,98004,2430,9248,,
11237,2720000120,295000,3,1,1380,7575,1,0,0,4,7,1380,0,1963,98056,1320,7600,,
11238,8122100265,464000,2,2.75,730,5000,1,0,0,3,7,730,0,1929,98126,980,5000,,
11239,46100350,1.73E+06,5,3.5,5000,26540,2,0,3,3,10,3410,1590,2008,98040,3360,17398,,
11240,6052400975,325000,3,1,1590,8160,1,0,1,3,7,1090,500,1954,98198,1540,10500,,
11241,1695900025,450000,2,1,1010,3627,1,0,2,4,6,1010,0,1924,98144,1630,4040,,
11242,1442880640,504058,4,2.75,2910,7467,2,0,0,3,8,2910,0,2013,98045,2790,7868,,
11243,8924100308,1.05E+06,4,2.5,3260,5974,2,0,1,3,9,2820,440,2007,98115,2260,6780,,
11244,7418700050,299000,3,1,1390,9624,1.5,0,0,4,7,1390,0,1954,98155,1440,9624,,
11245,8635760330,456000,3,2.5,1820,2935,2,0,0,3,8,1820,0,1999,98074,1820,2936,,
11246,7942601475,345600,5,3.5,2800,5120,2.5,0,0,3,9,2800,0,1903,98122,1780,5120,,
11247,8691300500,710000,4,2.5,2880,12349,2,0,0,3,10,2880,0,1996,98075,3490,11539,,
11248,9253900271,3.57E+06,5,4.5,4850,10584,2,1,4,3,10,3540,1310,2007,98008,3470,18270,,
11249,1974300060,570000,4,2.75,3140,10918,1,0,0,3,8,1900,1240,1968,98034,3170,10918,,
11250,1313000220,675000,5,3,3410,9600,1,0,0,4,8,1870,1540,1968,98052,2390,9679,,
11251,6600220550,495000,3,1.75,1440,11787,1,0,0,3,8,1440,0,1983,98074,2190,11787,,
11252,6600060140,392000,4,2.5,2130,4000,2,0,0,3,8,2130,0,2014,98146,1830,7217,,
11253,1796350690,245000,3,2,1390,8250,1,0,0,3,7,1390,0,1987,98042,1390,7875,,
11254,8802400416,147500,3,1,1530,8498,1,0,0,3,7,1530,0,1959,98031,1380,8498,,
11255,2524049257,1.53E+06,4,2.25,4250,16940,1,0,2,4,9,2380,1870,1974,98040,3460,17693,,
11256,3831200200,172040,3,2.25,1710,7134,1,0,0,4,7,1130,580,1979,98031,1790,7455,,
11257,1952200410,960000,3,2.5,2010,6857,1,0,0,4,9,1450,560,1955,98102,2380,6370,,
11258,686050100,975000,4,3.5,3130,52322,2,0,0,3,9,2430,700,2011,98005,3200,5820,,
11259,7760400470,278000,3,2,1230,7789,1,0,0,3,7,1230,0,1994,98042,1470,8670,,
11260,2767603210,670950,3,2.5,1790,2375,3,0,0,3,8,1790,0,2007,98107,1450,2400,,
11261,3260810580,345000,3,2.75,2190,7258,2,0,0,3,8,2190,0,2000,98003,2190,8645,,
11262,6021502300,549010,2,1.75,1560,4141,1,0,0,4,7,880,680,1942,98117,1210,4141,,
11263,522079067,649950,3,2.5,3310,387684,1,0,0,3,8,2160,1150,1919,98038,2340,189050,,
11264,3971700390,368888,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,98155,1180,14285,,
11265,2787311110,273148,3,1.75,1710,7210,1,0,0,4,7,1240,470,1974,98031,1840,7245,,
11266,9558800030,255000,2,2,1140,8400,1,0,0,2,7,1140,0,1954,98148,1130,9375,,
11267,3022079094,675000,4,2.5,3320,244807,2,0,0,3,9,3320,0,2001,98010,2530,217800,,
11268,5611000090,525000,4,2.75,2500,10330,1,0,0,4,8,1380,1120,1978,98155,2270,10430,,
11269,1061400180,240000,3,1,1550,12670,1,0,0,4,7,1550,0,1962,98056,1550,8880,,
11270,1472700200,630000,3,1.75,1710,8767,1,0,0,4,8,1710,0,1986,98033,2050,9200,,
11271,2425059173,750000,4,2.5,2540,6491,2,0,0,3,8,2540,0,1997,98008,1990,8447,,
11272,1954700365,860000,3,2,2090,4190,1.5,0,0,4,8,1490,600,1930,98122,2090,6270,,
11273,1424130050,995000,5,4,5610,22529,2,0,0,3,11,4090,1520,1996,98072,3860,24751,,
11274,418000415,191000,2,1,700,5000,1,0,0,5,6,700,0,1952,98056,1040,5200,,
11275,1322049150,85000,2,1,910,9753,1,0,0,3,5,910,0,1947,98032,1160,7405,,
11276,5469502780,350000,4,2.5,2260,13755,1,0,0,4,9,2260,0,1975,98042,2650,13650,,
11277,4023500352,425000,5,2.5,2840,9425,1,0,0,4,7,1590,1250,1962,98155,1900,11600,,
11278,7299810040,790000,4,3,5370,69848,2,0,0,3,10,3500,1870,2005,98042,4443,94403,,
11279,2597450120,965000,5,2.75,3280,12673,1,0,0,4,9,2050,1230,1981,98006,3060,12847,,
11280,984210590,360000,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,98058,1900,7350,,
11281,3832060940,305000,4,2.5,2320,4683,2,0,0,3,7,2320,0,2007,98042,2230,5750,,
11282,1568100087,320000,3,2,1420,1716,2,0,0,3,7,1050,370,2003,98155,1420,8150,,
11283,1921059235,215000,4,2.5,1960,11600,1,0,0,5,6,980,980,1931,98002,1160,7685,,
11284,1830300090,670000,5,3,2520,13001,2,0,1,3,8,2010,510,1973,98008,2170,8215,,
11285,1423900580,280000,3,1.75,1230,8250,1,0,0,3,7,1230,0,1966,98058,1250,8250,,
11286,3834000720,390000,2,1,1140,8147,1,0,0,3,7,1140,0,1958,98125,1260,8148,,
11287,2163300130,386000,5,2.5,2740,12413,2,0,0,3,7,2740,0,1990,98031,1900,7416,,
11288,3066200440,684680,4,2.25,2370,9360,2,0,0,4,8,2370,0,1979,98052,2370,9720,,
11289,6819100122,546000,2,1,970,3400,1,0,0,3,7,970,0,1924,98109,1180,3600,,
11290,2225059214,1.58E+06,4,3.25,4670,51836,2,0,0,4,12,4670,0,1988,98005,4230,41075,,
11291,3971700580,385000,3,1.75,1930,14389,1,0,0,3,7,1130,800,1963,98155,1730,14378,,
11292,6003001760,675000,3,1.5,2510,3600,2.5,0,0,4,8,2510,0,1907,98112,1740,1885,,
11293,1454100650,942000,4,2.75,3160,37200,2,0,3,3,8,2310,850,1939,98125,3130,20000,,
11294,723000150,1.01E+06,3,2.5,2570,5000,1,0,0,4,8,1480,1090,1940,98105,2420,5484,,
11295,8832900120,600000,3,1.75,2300,12682,1,0,2,3,8,2300,0,1955,98028,2720,14643,,
11296,4365200630,450000,2,2,1900,7740,1,0,0,4,7,1150,750,1923,98126,1140,7740,,
11297,2781320100,245000,3,1.75,1670,24650,1,0,0,4,7,1670,0,1974,98022,1810,19465,,
11298,626059155,315000,3,1.75,1010,12000,1,0,0,4,7,1010,0,1977,98011,1080,10619,,
11299,1300300730,698000,3,1.5,1090,7200,1,0,0,4,7,1090,0,1958,98040,2010,8982,,
11300,2475901105,291000,3,1,1280,10500,1.5,0,0,4,5,1280,0,1941,98024,1410,10500,,
11301,4059400265,339950,5,2,1890,6050,2,0,0,4,7,1890,0,1944,98178,1170,6050,,
11302,5191100180,1.01E+06,5,2,2440,3080,2,0,0,4,8,2440,0,1910,98112,1640,3077,,
11303,1854900470,715000,3,2.5,2890,7027,2,0,0,3,8,2890,0,2004,98074,2890,7197,,
11304,7968460230,284000,3,1.75,1320,35100,1,0,0,3,7,1320,0,1990,98092,1660,35100,,
11305,4040800600,502000,3,1.75,1300,8800,1,0,0,4,8,1300,0,1963,98008,1350,8800,,
11306,8682290670,745000,2,2.5,2170,7546,1,0,0,3,8,2170,0,2007,98053,2170,7083,,
11307,8945300290,160000,3,1,880,8976,1,0,0,4,6,880,0,1966,98023,990,8760,,
11308,6821102100,510000,2,1,810,6480,1,0,0,5,6,810,0,1942,98199,1920,6000,,
11309,627300145,1.15E+06,10,5.25,4590,10920,1,0,2,3,9,2500,2090,2008,98004,2730,10400,,
11310,9266700175,415000,2,1,880,5100,1,0,0,4,7,880,0,1941,98103,980,5100,,
11311,1231001090,362362,2,1,710,4000,1,0,0,3,6,710,0,1909,98118,960,4000,,
11312,2719100240,850000,4,3.5,2640,5900,2,0,2,3,8,2640,0,1937,98136,1700,5900,,
11313,3528000470,851000,3,2.5,3560,107290,2,0,0,3,10,3560,0,1987,98053,3660,89298,,
11314,3205100080,468000,3,1.5,1830,9848,1,0,0,5,7,1830,0,1962,98056,1830,8168,,
11315,8100400110,557500,3,2.25,1820,9670,2,0,0,3,8,1820,0,1984,98052,2160,11424,,
11316,524069049,700000,3,1.5,1460,78408,1,0,0,4,7,1460,0,1963,98075,3320,7787,,
11317,161000120,650000,4,2,2850,4497,1.5,0,1,3,7,1730,1120,1910,98144,2450,6000,,
11318,3223059206,235000,3,1.75,1950,8712,1,0,0,3,7,1950,0,1960,98055,1820,11520,,
11319,6065300330,2.11E+06,3,2.25,3230,17833,2,0,0,4,9,3230,0,1973,98006,3690,17162,,
11320,8161000220,350000,3,2.5,1860,21876,2,0,0,3,8,1860,0,1992,98014,2450,21876,,
11321,8078570460,305500,4,2.5,1850,7199,2,0,0,4,7,1850,0,1989,98031,1940,7432,,
11322,1250203135,725000,3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,98144,3030,7119,,
11323,4027701265,480000,3,1.75,2920,21375,1,0,0,3,8,1850,1070,1961,98028,1540,8482,,
11324,7533800885,1.10E+06,3,2.25,2420,7200,1,0,0,3,8,1420,1000,1948,98115,2500,7200,,
11325,3904910650,585000,3,2.5,2060,10839,2,0,0,3,8,2060,0,1987,98029,2180,8126,,
11326,7708200180,535000,5,3.25,2850,4551,2,0,0,3,8,2370,480,2006,98059,2850,4849,,
11327,3524039060,250000,1,1,750,4000,1,0,0,3,6,750,0,1918,98136,1770,4850,,
11328,6699300330,372000,5,2.5,2840,6010,2,0,0,3,8,2840,0,2003,98001,2740,5509,,
11329,1105000229,285000,5,3,2110,5260,2,0,0,3,7,1670,440,2002,98118,2110,5260,,
11330,1389600040,255000,4,2.5,1987,6000,2,0,0,3,7,1987,0,2011,98001,1880,9589,,
11331,8149600065,844000,4,3.5,3350,6350,2,0,2,3,8,2610,740,2009,98116,1820,6350,,
11332,9405800040,775000,4,1.75,1890,4800,1.5,0,0,3,7,1390,500,1906,98119,1890,4800,,
11333,1781500220,690000,3,2.5,2590,4961,2,0,0,3,9,2590,0,1944,98126,1230,4961,,
11334,993001976,344000,3,2.25,1250,871,3,0,0,3,8,1250,0,2007,98103,1250,1158,,
11335,9842300095,365000,5,2,1600,4168,1.5,0,0,3,7,1600,0,1927,98126,1190,4168,,
11336,7519001068,460000,3,3.5,1600,1431,2,0,0,3,8,1240,360,2006,98117,1500,4120,,
11337,6070500055,599000,4,2.25,2260,29930,2,0,0,4,8,1400,860,1977,98006,2770,29930,,
11338,808300490,414000,4,2.5,2120,6497,2,0,0,3,7,2120,0,2003,98019,2230,6300,,
11339,985001275,250000,1,1,800,16306,1,0,0,2,6,680,120,1931,98168,1270,8666,,
11340,3126049498,370000,3,1.5,1360,1167,3,0,0,3,8,1360,0,2008,98103,1360,1167,,
11341,6699940120,356000,4,2.5,2470,5074,2,0,0,3,8,2470,0,2004,98038,2470,5078,,
11342,3298400350,312500,3,1,1170,7350,1,0,0,4,7,1170,0,1960,98008,1170,7350,,
11343,9406520550,307500,3,2.25,1646,7364,2,0,0,3,7,1646,0,1994,98038,1975,9161,,
11344,7203100850,840000,4,3.25,3500,5960,2,0,0,3,9,3500,0,2010,98053,3390,6856,,
11345,3211270170,404000,4,3,4060,35621,1,0,0,3,9,2030,2030,1989,98092,2950,35259,,
11346,3134100162,785000,4,2.75,2900,17400,1,0,0,4,8,2410,490,1978,98052,2620,12240,,
11347,4233600150,1.15E+06,5,4.25,4010,8252,2,0,0,3,10,4010,0,2015,98075,3370,8252,,
11348,5451100220,780000,3,1.75,2340,10495,1,0,0,4,8,2340,0,1967,98040,3120,11068,,
11349,8955800045,530000,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,98042,2590,13048,,
11350,2599700040,160000,4,1,1540,7350,1,0,0,4,6,770,770,1969,98023,910,8000,,
11351,8081900195,572500,3,1,1590,4600,1.5,0,0,4,7,1290,300,1926,98117,1770,4350,,
11352,4035900060,515000,3,1.75,1600,20873,1,0,0,3,8,1600,0,1955,98006,2640,18364,,
11353,7303200450,242000,3,1.75,1500,7560,1,0,0,3,7,1500,0,1979,98003,1500,7560,,
11354,3013300510,389950,2,1,820,4234,1,0,1,3,6,820,0,1951,98136,1550,4236,,
11355,1825079070,590000,3,1.75,1560,242629,1,0,0,3,7,1560,0,1981,98053,2320,220654,,
11356,3378900020,422500,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,98052,2220,8502,,
11357,9358002232,380000,3,2,1470,1656,2,0,0,3,8,1310,160,2003,98126,1470,2288,,
11358,1186000035,770000,3,1.75,1720,5000,1,0,0,3,9,1720,0,1954,98122,2120,4188,,
11359,7889601270,382000,4,3.5,2530,3000,2,0,0,3,8,1850,680,2014,98146,1470,6000,,
11360,2131200766,307000,3,1.5,2320,7500,1,0,0,3,7,2320,0,1976,98019,1480,10000,,
11361,704450070,450000,3,2.5,1990,12793,2,0,0,3,8,1990,0,1993,98028,2290,9035,,
11362,9842300540,339000,3,1,1100,4128,1,0,0,4,7,720,380,1942,98126,1510,4538,,
11363,2313900610,410000,3,2.25,1420,3750,2,0,0,3,7,1420,0,1987,98116,1430,4664,,
11364,3333000745,350000,4,2.5,1660,2500,2,0,0,3,7,1660,0,2007,98118,1030,5000,,
11365,1423069102,430000,3,2.5,2000,35438,2,0,0,3,7,2000,0,1968,98027,2000,51836,,
11366,9269750690,299950,4,2.25,1810,7601,1,0,0,3,7,1080,730,1986,98023,1570,7601,,
11367,1113000430,152000,3,1,902,10464,1,0,0,3,7,902,0,1965,98198,1510,7210,,
11368,5693500760,570000,3,1,1890,3330,1.5,0,0,4,7,1390,500,1901,98103,1530,3330,,
11369,3574800810,486000,4,3,2260,7336,2,0,0,4,7,2260,0,1977,98034,2200,7724,,
11370,6329000385,825000,4,3.5,3810,9792,2,0,0,3,9,3810,0,1938,98146,1950,9792,,
11371,8950500250,479900,4,2,2510,9750,1,0,0,3,8,1630,880,1960,98028,1980,9750,,
11372,321059132,365000,3,1.75,1450,61419,1,0,0,4,8,1450,0,1976,98092,2256,82328,,
11373,1238500451,130000,3,1,1110,7520,1,0,0,4,7,1110,0,1960,98033,1440,8400,,
11374,1922059401,275000,4,1,1080,26114,1.5,0,0,5,5,1080,0,1900,98030,1720,20360,,
11375,2770602135,607500,5,1.75,2220,6000,1.5,0,0,3,7,1420,800,1923,98199,1550,1715,,
11376,259800640,500000,4,1.75,2240,9886,1.5,0,0,4,7,2240,0,1965,98008,1540,8040,,
11377,255520180,565000,3,2.5,4040,8653,2,0,0,3,9,2900,1140,2006,98019,3360,8653,,
11378,6399600115,279000,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,98038,1590,16317,,
