pos,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
12276,250000,3,2.5,1790,6191,2,0,0,3,8,1790,0,1992,98031,1790,6758
12277,418000,2,1,1040,6900,1,0,0,4,7,1040,0,1915,98136,1620,6280
12278,569950,4,3.5,2700,443440,1.5,0,0,3,8,2700,0,1948,98042,3210,298182
12279,593777,3,1.75,1510,10450,1,0,0,4,7,1510,0,1964,98052,1310,9450
12280,1000000,4,2.75,3090,16538,3,0,0,4,8,2590,500,1919,98116,1500,5130
12281,450000,3,2,1680,4886,2,0,0,3,7,1180,500,1940,98118,1400,4900
12282,1700000,5,4.75,3940,7067,2,0,0,3,10,3230,710,2008,98004,1910,7735
12283,645000,4,3.5,2910,5260,2,0,0,3,9,2910,0,2012,98065,2910,5260
12284,781500,4,2.5,3440,6332,2,0,0,3,10,3440,0,2001,98059,3310,6528
12285,250000,3,1,1520,7800,1,0,0,4,7,1120,400,1967,98032,1740,8000
12286,327200,2,2,1440,8425,1,0,0,4,6,1440,0,1942,98168,1430,12037
12287,1400000,4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,98006,3860,11244
12288,260000,2,1,1550,15250,1.5,0,0,5,7,1550,0,1920,98038,1520,34929
12289,950000,4,2.75,2500,20000,1,0,0,4,8,1700,800,1969,98004,2650,20000
12290,354000,3,1.5,1060,5750,1,0,2,4,7,1060,0,1981,98126,1060,5750
12291,593500,5,3.25,4300,50405,2,0,0,3,8,3220,1080,1972,98027,2680,41684
12292,590000,2,2.5,1450,1281,2,0,0,3,8,1220,230,2006,98105,1440,1281
12293,460000,3,1.75,1210,7500,1,0,0,3,7,1210,0,1951,98027,1250,6000
12294,679950,4,2.5,2850,5664,2,0,0,3,9,2850,0,2001,98075,2850,5475
12295,390000,2,1,1140,8147,1,0,0,3,7,1140,0,1958,98125,1260,8148
12296,295000,2,1,800,6500,1,0,0,4,6,800,0,1953,98133,1220,7000
12297,150000,2,1,790,7275,1,0,0,4,6,790,0,1944,98058,850,7399
12298,354000,3,1.75,1340,6300,1,0,0,3,7,1340,0,1972,98034,1780,7200
12299,370000,2,1,860,6050,1,0,0,3,7,860,0,1952,98116,1130,6050
12300,525000,3,1.75,1330,8136,1,0,0,4,7,1330,0,1977,98033,1330,8136
12301,229000,2,1,1190,7408,1,0,0,3,6,830,360,1941,98168,1140,7408
12302,285000,3,1.75,1840,8601,1,0,0,3,7,920,920,1905,98118,1390,7452
12303,460000,2,1.5,1090,4000,1,0,0,3,8,970,120,1951,98116,1700,4000
12304,280000,3,2.25,1430,7222,2,0,0,3,7,1430,0,1993,98056,1430,7220
12305,675000,3,1.75,1920,4500,1,0,0,5,7,960,960,1924,98107,1190,4000
12306,828000,4,2.5,3520,9901,2,0,0,3,10,3520,0,1998,98074,3490,9667
12307,585000,3,1.75,1840,7350,1,0,0,3,8,1370,470,1974,98033,1920,8518
12308,242000,3,2,1260,8092,1,0,0,3,7,1260,0,1986,98038,1950,8092
12309,306000,5,2,1460,169448,1.5,0,0,3,6,1460,0,1910,98030,2250,6059
12310,870000,4,2.5,3340,12248,2,0,1,3,9,2470,870,1998,98126,2110,5679
12311,315000,2,1,790,6969,1,0,0,3,6,790,0,1955,98052,1380,12196
12312,222500,3,2,1450,9044,2,0,0,3,7,1450,0,1990,98022,1450,9044
12313,750000,3,2.5,2350,715690,1.5,0,0,4,9,2350,0,1979,98022,1280,325393
12314,539000,7,2.25,2620,6890,2,0,0,4,7,2620,0,1961,98007,2070,7910
12315,396480,3,1,1000,10800,1,0,0,3,7,1000,0,1959,98027,1140,16846
12316,316000,1,2,1780,188465,2,0,0,3,10,1780,0,2001,98045,1780,21094
12317,672500,3,2.5,2450,5760,2,0,0,3,9,2450,0,2000,98074,2450,5762
12318,221000,3,1,910,8789,1,0,0,3,7,910,0,1966,98148,1160,8789
12319,426000,3,1.5,1380,7200,1,0,0,3,7,1080,300,1948,98106,1220,7200
12320,270000,3,2.5,1670,8364,1,0,0,4,7,1300,370,1990,98042,1490,8143
12321,619000,3,2.5,2720,6439,2,0,0,3,9,2720,0,2005,98065,3180,7320
12322,1020000,4,3.75,4060,19290,2,0,0,3,10,4060,0,2002,98074,4020,13250
12323,415000,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,98155,1340,7500
12324,364988,3,2.5,2850,12593,2,0,0,3,9,2850,0,1997,98023,2850,9435
12325,324000,2,1,1070,6000,1,0,0,3,7,1070,0,1955,98133,1490,7622
12326,300000,6,2.5,2590,11250,1,0,0,4,8,1390,1200,1978,98055,2270,8360
12327,342000,4,1,1390,9023,1.5,0,0,3,7,1390,0,1955,98155,1760,9023
12328,875000,4,3.5,2850,4416,1.5,0,0,3,7,2040,810,1926,98103,1860,4416
12329,172380,3,1,970,8378,1,0,0,4,6,970,0,1962,98023,1050,8563
12330,439108,2,1.5,1130,1340,2,0,0,3,8,910,220,2008,98116,1310,1340
12331,680000,3,2.25,1820,8316,1,0,0,5,7,1320,500,1960,98005,1780,8400
12332,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,98103,1700,4960
12333,1050000,4,3,2790,3600,2,0,0,3,8,1880,910,1905,98119,1360,3600
12334,580000,4,2.5,2130,35752,1,0,0,3,8,1490,640,1980,98075,3030,34000
12335,287600,3,2.5,1950,8251,2,0,0,3,7,1950,0,1990,98001,1540,8588
12336,620000,4,2.5,1910,7683,2,0,0,3,8,1910,0,1987,98027,1980,8485
12337,318000,3,2.25,1410,8909,2,0,2,3,7,1410,0,1988,98198,2050,8909
12338,364000,4,1,1210,7740,1.5,0,0,3,7,1210,0,1922,98126,1100,7740
12339,410000,3,3.25,2650,7819,1,0,2,4,8,1760,890,1956,98056,2400,7727
12340,624000,4,3.25,2810,11250,1,0,0,3,8,1680,1130,1980,98052,2110,11250
12341,850000,4,3.5,4140,7089,2,0,0,3,10,3160,980,2003,98034,2640,8896
12342,529000,3,2,1530,3400,1,0,0,3,7,990,540,1907,98112,1880,4212
12343,255950,3,2.5,1720,3676,2,0,0,3,7,1720,0,1992,98031,1720,3510
12344,575000,3,2.5,2270,9600,2,0,0,3,9,2270,0,1990,98011,2580,9617
12345,380000,3,2.25,1520,1464,2,0,0,3,8,1240,280,2010,98126,1710,1464
12346,595000,3,1.75,2060,3600,1.5,0,0,3,7,1180,880,1905,98119,1730,2475
12347,710000,4,2.5,2880,12349,2,0,0,3,10,2880,0,1996,98075,3490,11539
12348,1080000,5,4.75,5180,17811,2,0,2,3,11,4070,1110,2001,98065,3960,15103
12349,1050000,4,2.5,3250,48037,1,0,2,3,8,2030,1220,1985,98074,2970,48037
12350,775000,3,1,2030,4080,1.5,0,0,4,7,1840,190,1908,98115,2030,4080
12351,700000,4,1,1300,1651359,1,0,3,4,6,1300,0,1920,98022,2560,425581
12352,550000,4,3,2760,13113,1,0,0,4,8,1760,1000,1974,98028,1900,13113
12353,435000,2,1,790,11234,1,0,0,4,6,790,0,1942,98166,1930,11871
12354,245000,3,1.75,1670,11452,1,0,2,3,8,1670,0,1992,98022,1820,11152
12355,325000,3,2.5,1880,6818,2,0,0,3,8,1880,0,1993,98031,1970,7000
12356,416000,2,1.75,1270,7560,1.5,0,0,4,7,1270,0,1932,98133,1480,7560
12357,204000,3,1,1040,7405,1,0,0,4,6,1040,0,1971,98010,1580,7405
12358,384400,3,3.25,1689,1388,3,0,0,3,8,1689,0,2008,98125,1459,1384
12359,735000,3,2,1610,3600,2,0,2,5,8,1610,0,1925,98144,2540,6600
12360,725786,4,2.5,3070,5762,2,0,0,3,10,3070,0,2000,98075,3630,6500
12361,4490000,4,3,6430,27517,2,0,0,3,12,6430,0,2001,98004,3720,14592
12362,480000,5,2.75,2760,7200,1,0,0,3,7,1430,1330,1979,98072,2460,8750
12363,533050,2,1,910,295772,1,0,0,3,5,910,0,1953,98042,2050,48351
12364,475000,4,2.75,2200,16288,1,0,0,3,7,1290,910,1980,98059,2650,6620
12365,2750000,4,3.25,4430,21000,2,0,0,3,10,4430,0,1952,98039,3930,20000
12366,600000,3,2.5,2320,52272,1.5,0,0,3,8,2320,0,1974,98075,2200,52272
12367,960000,3,2.5,2010,6857,1,0,0,4,9,1450,560,1955,98102,2380,6370
12368,712500,4,2.75,2420,11201,1,0,1,3,8,1420,1000,1948,98118,3170,9385
12369,397000,3,1.75,1340,5100,1,0,0,3,7,1340,0,1953,98103,1550,5100
12370,412950,4,2.5,2430,6796,2,0,0,3,8,2430,0,1993,98058,2450,8400
12371,533300,4,2.5,2770,21806,2,0,0,3,9,2770,0,1991,98045,2500,21656
12372,500000,2,2.25,1290,1334,3,0,0,3,8,1290,0,2007,98107,1350,1334
12373,388500,3,2.25,1350,944,2,0,0,3,8,1050,300,2007,98144,1350,1245
12374,361000,3,1,1100,4046,1.5,0,4,4,6,1100,0,1922,98198,2550,7847
12375,484000,4,1.75,2440,16730,1,0,0,3,7,1390,1050,1976,98072,1390,11600
12376,399000,3,1.75,1780,11440,1,0,0,3,8,1350,430,1977,98059,2180,11440
12377,449000,3,2.5,1810,1658,3,0,0,3,8,1810,0,1998,98117,1470,1585
12378,235000,3,2,1110,8724,1,0,0,4,7,1110,0,1990,98002,1390,7750
12379,360000,3,2,1930,15540,1,0,0,3,8,1260,670,1958,98155,1900,12123
12380,1340000,4,2.5,2900,21074,2,0,0,3,11,2900,0,1986,98199,3390,20000
12381,900000,4,2,1980,7200,2,0,3,3,8,1700,280,1910,98119,2490,4200
12382,2400000,4,3.25,3800,19798,2,0,0,3,10,3800,0,1969,98006,3940,18975
12383,300000,4,2.5,2700,10814,1,0,0,4,8,1560,1140,1966,98030,2460,6310
12384,460000,2,1.75,1390,4160,1,0,0,5,6,790,600,1916,98105,1090,4160
12385,630000,4,2.5,2190,9880,1,0,0,4,8,1410,780,1979,98033,2190,9198
12386,661000,4,2.25,1990,4600,1.5,0,2,4,8,1420,570,1932,98126,1810,5750
12387,500000,3,2.25,2210,7680,1,0,2,3,8,1730,480,1972,98177,2390,7680
12388,291700,3,2.5,1970,4120,1.5,0,0,3,6,1230,740,1927,98106,1470,4080
12389,90000,2,1,580,7500,1,0,0,3,5,580,0,1943,98178,1700,11250
12390,255000,3,2.25,1890,7314,1,0,0,3,7,1100,790,1981,98031,1520,7676
12391,1520000,4,4,4500,11795,2,0,0,3,12,4500,0,1991,98027,3930,11576
12392,224000,3,1.75,1100,10125,1,0,0,4,7,1100,0,1969,98092,1520,10125
12393,320000,3,1.5,1400,9087,1,0,0,3,7,1400,0,1954,98133,1490,8380
12394,902500,3,3.5,3240,23522,2,0,0,3,10,2130,1110,1992,98010,3180,23273
12395,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,98125,1510,7807
12396,150000,2,1,720,4120,1,0,0,5,5,720,0,1915,98002,940,6180
12397,325000,4,2.5,2160,6825,2,0,0,3,8,2160,0,1994,98031,2020,7035
12398,385000,3,2.25,1920,4833,1,0,0,4,7,1060,860,1921,98133,1580,5134
12399,1340000,4,1.75,2300,13342,1.5,1,4,3,7,2300,0,1934,98125,2500,13342
12400,1050000,4,2.5,4080,11054,2,0,0,3,11,4080,0,2001,98059,3520,11914
12401,579000,2,1.75,1560,4500,1,0,0,3,8,1560,0,2004,98053,1860,4500
12402,615000,4,2.75,2750,15450,1,0,0,3,8,1800,950,1978,98155,2750,10620
12403,621000,4,2.5,2030,9905,1,0,0,4,8,2030,0,1959,98006,2130,10008
12404,385000,3,1,1030,3000,1,0,0,3,7,830,200,1924,98115,1830,3000
12405,585000,4,2.5,2200,9099,2,0,0,3,8,2200,0,1994,98034,2270,8900
12406,246000,4,1.75,1720,7455,1,0,0,4,7,1020,700,1963,98058,1720,7700
12407,255000,3,1.5,1420,7480,1,0,0,4,7,1420,0,1963,98058,1720,7700
12408,559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,98072,2580,11045
12409,494950,2,1.75,2220,33000,1,0,0,4,8,2220,0,1970,98072,2220,33000
12410,270000,4,1.75,1850,7730,1,0,0,5,7,1100,750,1956,98133,2260,8581
12411,2250000,5,5.25,3410,8118,2,0,0,3,11,3410,0,2006,98039,3410,16236
12412,308000,3,1,1640,18144,1.5,0,0,3,6,1640,0,1942,98168,1500,9065
12413,455000,2,1,1140,11480,1,0,0,3,6,1140,0,1907,98118,1550,8150
12414,700000,4,2.75,2870,8625,1,0,1,4,8,1860,1010,1959,98155,2430,8479
12415,450000,3,1.75,1540,7490,1,0,0,5,7,1540,0,1971,98034,1270,7350
12416,234000,2,2,1200,3624,2,0,0,3,6,1200,0,2003,98038,1360,2693
12417,390000,3,1.75,1435,8960,1,0,0,4,8,1435,0,1969,98058,2030,9450
12418,940000,3,1,1220,8119,1,0,0,4,7,1220,0,1955,98039,1910,8119
12419,650000,3,2.5,2220,6380,1.5,0,0,4,8,1660,560,1931,98115,950,6380
12420,243500,3,3,2110,7794,1,0,0,3,6,2110,0,1981,98198,1330,10044
12421,565000,3,2.5,1870,1058,3,0,0,3,8,1380,490,2007,98103,1440,1136
12422,390500,2,1.75,1460,426450,1,0,0,5,7,960,500,1966,98022,1810,17350
12423,400000,5,2,1930,9747,1,0,0,4,7,1020,910,1962,98028,2040,9370
12424,2570000,4,3.75,4475,20424,2,1,4,3,12,2659,1816,1999,98033,4340,5250
12425,710000,4,2.5,2870,11304,2,0,0,3,9,2870,0,1980,98006,2690,9940
12426,229950,4,2.5,2150,7670,1,0,0,5,7,1240,910,1976,98031,1610,7350
12427,202950,2,1,1060,5144,1,0,0,5,6,1060,0,1969,98042,1130,5200
12428,172000,3,1,970,4700,1,0,0,4,6,720,250,1943,98106,1560,4600
12429,825000,3,2.5,3760,5260,2,0,0,3,9,3230,530,2002,98029,3080,5312
12430,369950,3,2,1520,4000,1,0,0,5,6,800,720,1943,98106,1430,4000
12431,330000,5,1.75,2100,7347,1,0,0,3,7,1070,1030,1981,98028,2170,9418
12432,789500,4,3.25,3240,4852,2,0,0,3,9,3240,0,2010,98053,3320,5318
12433,315000,3,2.5,1600,7982,2,0,0,3,8,1600,0,1993,98001,1890,9830
12434,614000,3,2.5,2830,5831,2,0,0,3,9,2830,0,2010,98011,2830,6064
12435,692000,4,2.5,2350,9779,1,0,0,3,10,2350,0,1987,98074,2700,10441
12436,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,98058,2260,10128
12437,235000,2,1,1140,1730,1.5,0,0,3,8,1010,130,2007,98126,1360,1730
12438,450000,2,1,1020,5000,1.5,0,0,4,6,1020,0,1906,98107,1490,5000
12439,394500,4,2.5,3002,6042,2,0,0,3,8,3002,0,2004,98055,2566,6390
12440,1250000,5,5,5000,32909,2,0,0,3,10,5000,0,2000,98075,3030,12601
12441,268000,3,1.75,1970,10270,1,0,0,4,8,1970,0,1966,98032,1970,8400
12442,240000,3,1,1350,7560,1,0,0,4,7,950,400,1959,98032,1470,7560
12443,216600,3,1.75,2200,7700,1,0,0,3,7,1240,960,1975,98031,1770,7360
12444,600000,3,1.75,2930,19876,1,0,0,3,9,2030,900,1993,98072,2740,11499
12445,637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,98115,1750,5304
12446,680000,1,2.5,1820,3008,2,0,0,3,7,1090,730,1910,98103,1860,3420
12447,780000,3,1.75,1690,13500,1,0,0,4,7,1690,0,1978,98040,1950,10500
12448,625000,2,1,2160,2192,1,0,0,5,8,1170,990,1925,98119,1150,2152
12449,585000,4,2.5,2840,11044,2,0,0,3,8,2840,0,2001,98034,1934,9605
12450,482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,98001,1696,57934
12451,500000,3,1,940,10360,1,0,0,4,7,940,0,1964,98033,2019,10360
12452,1760000,3,2,2360,4800,2,0,0,3,9,2360,0,1909,98112,2260,4800
12453,190000,1,0.75,930,29258,1,0,0,3,6,930,0,1941,98178,2000,18321
12454,340000,4,2.25,2180,8000,1,0,0,4,9,1630,550,1975,98023,2310,8000
12455,330000,4,1.75,1550,50094,1,0,3,4,6,1550,0,1967,98022,1720,50094
12456,450000,3,2.5,1990,3478,2,0,0,3,10,1520,470,1990,98199,1710,6157
12457,1930000,3,4.5,3950,6134,2,0,3,3,11,2880,1070,1998,98199,3050,5281
12458,359000,3,2,3085,7280,1,0,0,4,7,1560,1525,1959,98056,1480,7900
12459,310000,3,2.5,1670,5791,2,0,0,3,7,1670,0,1995,98055,1610,6034
12460,417000,3,1.75,1590,11454,1,0,0,4,8,1590,0,1979,98056,1970,9960
12461,414500,3,1,1350,9450,1,0,0,3,7,1350,0,1979,98034,1460,9461
12462,350000,4,2.25,1780,10416,1,0,0,5,7,1060,720,1963,98055,1780,9975
12463,680000,4,1,1660,6075,1.5,0,0,5,7,1660,0,1915,98117,1810,5400
12464,540000,4,2.5,2290,4450,2,0,0,3,9,2290,0,2004,98072,2570,5096
12465,426000,3,1,1130,9147,1,0,0,5,7,1130,0,1952,98033,1930,9906
12466,240000,2,1.75,1330,7200,1,0,0,3,7,1330,0,1993,98188,1450,11682
12467,292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,98030,2242,6406
12468,677000,3,2,2000,3207,1,0,0,4,7,1100,900,1916,98103,1460,3200
12469,320000,4,2.5,2190,7125,2,0,0,5,8,2190,0,1978,98032,2190,8075
12470,440000,3,1.75,1560,7207,1,0,0,3,7,1250,310,1983,98034,1540,7485
12471,210000,2,2,1680,5756,2,0,0,4,7,1680,0,1910,98002,1340,5447
12472,300000,2,1,1010,11919,1,0,0,3,6,1010,0,1947,98155,1220,11240
12473,325000,2,2.25,1230,1058,2,0,0,3,7,1160,70,2008,98027,1240,817
12474,431000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,98042,2720,14388
12475,785000,3,2.75,2990,207781,2,0,0,3,9,2990,0,2000,98014,2590,218671
12476,415000,4,1,1620,4329,1.5,0,0,3,7,1620,0,1927,98116,1220,5520
12477,739000,3,2.5,2750,16000,2,0,0,4,9,2560,190,1981,98033,2370,11279
12478,425000,4,2.5,2689,6688,2,0,0,3,9,2689,0,2006,98030,2665,5700
12479,931000,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,98109,2090,3400
12480,183000,3,1.5,1280,4366,2,0,0,4,6,1280,0,1985,98002,1280,4366
12481,445000,4,2.75,2320,12368,1,0,0,3,8,1670,650,1968,98133,2070,9575
12482,375000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,98006,1300,9572
12483,865000,3,1.5,1790,7526,1,0,0,3,7,1790,0,1953,98004,2080,10943
12484,713500,5,2.75,2920,9163,1,0,0,4,8,1520,1400,1976,98006,2250,9163
12485,881000,5,3,2510,4125,1.5,0,3,5,8,1590,920,1925,98144,2190,5415
12486,455000,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,98034,1420,8187
12487,754842,3,2.5,2930,5641,2,0,0,3,8,2930,0,2013,98052,3300,5641
12488,780000,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,1924,98103,1680,3120
12489,594950,4,3.25,2557,9480,2,0,2,3,7,2557,0,1948,98118,2220,8340
12490,183000,3,1.75,1070,8100,1,0,0,4,6,1070,0,1957,98002,1260,8100
12491,750000,4,1.75,2100,6613,2,0,0,3,8,2100,0,1909,98116,1630,5750
12492,895000,4,2.25,1950,5950,1,0,0,3,8,1330,620,1947,98109,2600,5593
12493,420250,3,2,1510,3657,1,0,0,3,8,1510,0,2007,98053,1510,3657
12494,790000,3,2.25,2370,10289,1,0,0,4,9,1590,780,1977,98005,2500,10004
12495,802000,4,2.25,2130,8734,2,0,2,4,8,2130,0,1961,98006,2550,8800
12496,1670000,5,3.5,4320,40816,2,0,0,4,11,4320,0,1997,98004,4320,44584
12497,976000,4,1.5,3120,7680,1,0,3,3,8,1660,1460,1956,98199,2900,7680
12498,480000,4,1.75,2220,6500,2,0,3,4,8,2220,0,1964,98166,2430,11600
12499,350000,2,1.5,830,1077,2,0,0,3,7,830,0,2006,98122,830,1366
12500,1300000,5,1,1670,6400,1.5,0,0,3,8,1670,0,1919,98119,1910,2983
12501,760000,4,2.5,3330,7399,2,0,0,3,9,3330,0,2009,98052,2640,8601
12502,900000,5,3.75,3870,8225,2,0,0,3,10,3870,0,1998,98074,3600,9361
12503,269950,2,1.75,1320,7540,1,0,0,3,7,1320,0,1968,98038,1570,7540
12504,264950,3,1.5,1400,10853,1,0,0,4,7,1400,0,1964,98055,1620,10849
12505,850000,3,3,1910,4800,1.5,0,0,3,9,1910,0,1900,98103,1280,1310
12506,280000,3,1.75,1590,7280,1,0,0,3,7,1140,450,1974,98058,1590,9634
12507,152500,4,1,1730,7350,1.5,0,0,4,6,1730,0,1970,98003,1440,7752
12508,600000,4,2.5,2600,6536,2,0,0,3,9,2600,0,1999,98056,2640,6185
12509,279000,6,1.75,2240,11180,2,0,0,4,7,2240,0,1955,98198,1590,7955
12510,336750,4,2.25,1720,7803,1,0,0,3,8,1350,370,1955,98146,1720,7803
12511,399950,3,3,1860,2875,2,0,0,3,8,1710,150,2009,98126,1350,4830
12512,535000,3,2.75,2300,12197,2,0,0,3,8,2300,0,1989,98166,1710,11220
12513,400000,3,2,3000,17800,1,0,0,3,8,1500,1500,1962,98125,2400,8300
12514,1100000,3,3,3700,16857,1,0,0,3,10,2170,1530,2000,98117,2320,12000
12515,418000,4,1.5,1220,10580,1,0,0,3,7,1220,0,1965,98008,1350,7800
12516,530000,4,2.5,2370,9601,1,0,0,3,8,1570,800,1976,98027,2550,10500
12517,338000,3,2.5,2470,4948,2,0,0,3,8,2470,0,2003,98038,2500,4993
12518,279000,4,1.75,1840,7275,1,0,0,3,7,1090,750,1976,98031,1840,7275
12519,343000,3,1,1400,5662,1.5,0,0,5,5,1400,0,1920,98027,1250,14375
12520,350000,3,1.75,1260,1111,2,0,0,3,8,1260,0,2003,98029,1410,1630
12521,982218,3,1.75,2340,5500,2,0,2,3,9,2340,0,1988,98102,2830,5500
12522,430000,4,2,1990,4740,1,0,0,3,7,1080,910,1926,98122,1560,2370
12523,568500,4,2.5,3010,6181,2,0,0,3,9,3010,0,2000,98056,2960,6515
12524,560000,2,1,1790,15783,1,0,0,4,8,1360,430,1959,98117,1790,7494
12525,500000,3,1,1070,4600,1,0,0,3,7,950,120,1930,98116,1090,4600
12526,360000,4,2.5,2050,9143,2,0,0,3,8,2050,0,1992,98166,1510,9484
12527,350000,3,2.75,1650,5700,2,0,0,4,7,1650,0,1988,98166,1320,7620
12528,685000,3,2.5,2810,7700,2,0,0,3,9,2810,0,2001,98006,2910,8250
12529,291970,1,1,680,21727,1,0,0,3,5,680,0,1952,98058,1470,19406
12530,267300,3,1.75,1890,93218,1,0,0,4,7,1890,0,1964,98092,1690,172062
12531,645000,4,1.75,1550,7350,1.5,0,0,4,8,1550,0,1958,98040,1860,7350
12532,356000,4,2.5,2470,5074,2,0,0,3,8,2470,0,2004,98038,2470,5078
12533,630000,3,3.25,3800,13995,2,0,3,3,9,3800,0,1983,98011,2480,8434
12534,315000,5,2.5,2090,4698,2,0,0,3,7,2090,0,1998,98038,2070,4698
12535,272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,98023,2130,7200
12536,470000,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,98117,1500,5000
12537,216300,3,2.5,1650,5000,2,0,0,3,8,1650,0,1985,98023,1720,5000
12538,278000,3,1,860,7632,1,0,0,3,6,860,0,1920,98166,890,7632
12539,395000,3,2,1890,14040,2,0,0,3,7,1890,0,1994,98019,1890,14018
12540,230000,3,1.75,1450,8378,1,0,0,4,8,1450,0,1978,98023,1860,8496
12541,992000,3,2.25,2950,15207,1,0,0,4,10,2070,880,1966,98040,2950,22000
12542,575000,3,1.75,1760,10349,1,0,0,3,8,1760,0,1957,98005,1970,10933
12543,279000,3,2.5,1630,7950,1,0,0,3,8,1320,310,1985,98042,1650,7952
12544,325000,5,2,1730,10532,1,0,0,4,5,1730,0,1943,98056,1940,8501
12545,1340000,4,3,2760,4905,2,0,1,4,9,1840,920,1938,98105,3200,5424
12546,345000,2,1,1080,4000,1,0,0,3,7,1080,0,1940,98117,1530,4240
12547,805000,4,2,1890,4500,1.5,0,0,3,7,1490,400,1907,98103,1640,4010
12548,1100000,3,2.25,1560,8570,1,0,0,5,7,1080,480,1977,98004,2660,9621
12549,455000,4,2.5,2710,6558,2,0,0,3,9,2710,0,1997,98058,2710,7635
12550,505000,4,1.75,1940,4800,1,0,0,5,7,1030,910,1922,98122,1450,4800
12551,551870,3,2.5,2507,18400,2,0,0,3,8,2507,0,2006,98001,1520,14709
12552,518000,4,3,2430,11670,1,0,0,4,7,1330,1100,1978,98034,1580,10464
12553,864500,4,2.5,3520,35991,2,0,0,4,10,3520,0,1992,98077,3210,35991
12554,920000,3,2.75,2590,223027,2,0,0,3,9,2590,0,1983,98074,3410,212137
12555,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,98058,1640,14910
12556,291000,4,2.25,1890,7616,1,0,0,4,8,1260,630,1979,98003,1890,7420
12557,405000,3,2,1060,651,3,0,0,3,7,1060,0,2007,98103,1440,1501
12558,1900000,4,2.25,3020,11489,1.5,1,3,5,10,2110,910,1916,98040,3890,11489
12559,394000,5,3.25,3620,4650,2,0,0,3,8,2790,830,2004,98038,2850,4650
12560,250000,2,1,950,11835,1,0,0,3,5,950,0,1932,98028,1690,12586
12561,290000,2,1.5,1020,1275,3,0,0,3,8,1020,0,2008,98103,980,1415
12562,386180,2,1.5,960,1829,2,0,0,3,7,960,0,2005,98122,1470,1829
12563,510000,2,1,1070,5280,1,0,0,3,6,1070,0,1900,98122,1380,2370
12564,270000,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,98058,1480,7705
12565,640000,3,1,1530,4944,1,0,0,3,7,1530,0,1950,98103,1500,4944
12566,643000,4,2.5,2518,4663,2,0,0,3,8,2518,0,2005,98075,2280,4525
12567,831000,4,3,2170,4000,2,0,0,4,9,1610,560,1982,98112,1670,4000
12568,1570000,4,2.25,2890,18226,3,1,4,3,10,2890,0,1984,98056,2870,11151
12569,415000,2,1,1470,6000,1,0,0,3,6,900,570,1944,98199,1670,6000
12570,590000,3,1,1530,2370,2,0,0,3,8,1530,0,1901,98122,1310,2370
12571,535000,4,2.25,2620,33578,2,0,0,3,7,2620,0,1977,98075,2520,35160
12572,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,98117,1240,4005
12573,624000,3,1.75,1510,5200,1,0,0,4,7,860,650,1922,98117,1650,4160
12574,485000,3,1.75,2590,8384,1,0,0,4,8,1590,1000,1971,98011,2590,8800
12575,115000,2,1,1000,16524,1,0,0,3,5,1000,0,1913,98001,1350,10208
12576,569995,4,2.5,2650,6875,2,0,0,3,8,2650,0,2014,98059,2650,5831
12577,1680000,5,3.25,4560,19080,1,0,0,5,9,2490,2070,1963,98004,3390,20140
12578,398500,3,1,1200,15960,1.5,0,0,3,6,1200,0,1945,98125,1120,7800
12579,465000,4,2.5,2300,7314,1,0,0,4,8,1420,880,1979,98133,2010,7314
12580,1150000,5,2.5,3580,8921,2,0,0,3,9,3580,0,2000,98033,2710,9308
12581,469500,3,2.25,1850,12000,1,0,0,4,7,1300,550,1977,98072,1580,12616
12582,611000,3,1,1850,5000,1.5,0,0,3,7,1850,0,1922,98103,1850,5000
12583,660000,4,1.5,1960,4500,1.5,0,2,3,7,1960,0,1922,98117,1960,4500
12584,605000,4,2.75,1670,6000,1,0,0,5,7,840,830,1917,98136,1100,6000
12585,418800,4,2.25,2100,9984,1,0,0,4,7,1290,810,1973,98028,1930,10511
12586,396500,3,2.5,2590,18980,1,0,0,4,10,2590,0,1976,98042,3110,14652
