pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
8395,2267000485,3,1.5,[2099-2299],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[1067-1217],1955,98117,[1654-1904],[6851-7250],[600000-700000)
8396,224069134,3,1.75,[1697-1897],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1978,98075,[2658-2908],[13651-14050],[700000-800000)
8397,250000320,4,1.75,[1295-1495],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1954,98004,[1654-1904],[9251-9650],[600000-700000)
8398,3362400640,3,1.75,[1898-2098],[2021-3523],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1926,98103,[1403-1653],[3051-3250],[800000-900000)
8399,6624010010,4,1.5,[1295-1495],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1970,98031,[1403-1653],[6851-7250],[200000-300000)
8400,8165500780,3,2.5,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[161-311],2014,98106,[1654-1904],[1651-1850],[300000-400000)
8401,1705400550,3,1,[1697-1897],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1918,98118,[1152-1402],[4051-4450],[400000-500000)
8402,1775500050,1,1,[1094-1294],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2009,98072,[1403-1653],[13651-14050],[400000-500000)
8403,2697100140,4,2.25,[2099-2299],[8781-9531],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[765-915],1962,98133,[1905-2155],[8451-8850],[400000-500000)
8404,7154200070,5,3.25,[3908-4108],[7279-8029],2,0,OK,OK,Good Quality And Desgin,[2790-3039],[916-1066],1979,98177,[2407-2657],[8051-8450],[900000-1000000)
8405,3528900060,3,2.5,[2300-2500],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1918,98109,[2156-2406],[3851-4050],[1100000-1200000)
8406,9523100730,3,2.5,[1496-1696],<=1269,3,0,Excellent,OK,Good Quality And Desgin,[1290-1539],<=160,2008,98103,[1403-1653],[1451-1650],[500000-600000)
8407,1441600020,5,4,[3707-3907],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2005,98075,>=3913,[13651-14050],[900000-1000000)
8408,7420200050,3,2.5,[1697-1897],[7279-8029],2,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],NoBasement,1989,98033,[1654-1904],[8451-8850],[600000-700000)
8409,8645500370,4,1,[1697-1897],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[614-764],1962,98058,[1403-1653],[8851-9250],[200000-300000)
8410,6163901383,2,1,[692-892],[10283-11870],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1951,98155,[1152-1402],[8451-8850],[200000-300000)
8411,2581900060,3,1.5,[1697-1897],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1947,98040,[2407-2657],[9251-9650],[600000-700000)
8412,724069070,4,1.75,[2903-3103],[14751-21509],1,0,Poor,Good,Good Quality And Desgin,[3040-3289],NoBasement,1962,98075,[3411-3661],[9651-10050],[900000-1000000)
8413,5379805260,4,3.5,[2099-2299],[21510-37540],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2013,98188,[1152-1402],[13651-14050],[400000-500000)
8414,7277100640,3,2.5,[2903-3103],[5777-6527],1,0,Good,OK,Good Quality And Desgin,[1540-1789],[1218-1368],1984,98177,[2156-2406],[6851-7250],[700000-800000)
8415,7520000520,2,1,[1094-1294],[11871-14750],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],[161-311],1922,98146,[1654-1904],[7251-7650],[200000-300000)
8416,3825500080,4,2.75,[2300-2500],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],1989,98011,[2407-2657],[6051-6450],[400000-500000)
8417,7375300160,5,2.25,[2702-2902],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[1218-1368],1958,98008,[1905-2155],[8451-8850],[500000-600000)
8418,7852040080,4,2.5,[2300-2500],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1999,98065,[1905-2155],[3851-4050],[400000-500000)
8419,1775800750,3,1,[1094-1294],[11871-14750],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1969,98072,[1152-1402],[13251-13650],[300000-400000)
8420,3020079078,6,3.25,>=4511,>=54863,2,0,Very Poor,Good,Good Quality And Desgin,>=4290,NoBasement,1947,98022,[2156-2406],[13651-14050],[400000-500000)
8421,3574800860,3,1.75,[2300-2500],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1978,98034,[2156-2406],[7251-7650],[400000-500000)
8422,1226069045,4,3.75,[4109-4309],>=54863,2,0,Very Poor,OK,Very High Quality and Design,[4040-4289],NoBasement,2000,98019,[1905-2155],[13651-14050],[900000-1000000)
8423,2155000290,3,2.25,[1697-1897],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1967,98052,[1654-1904],[9251-9650],[500000-600000)
8424,5104450440,3,2,[1697-1897],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1987,98058,[1905-2155],[9651-10050],[200000-300000)
8425,3291800710,4,3,[1898-2098],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1986,98056,[1654-1904],[7251-7650],[300000-400000)
8426,1432400095,3,1,[1094-1294],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1958,98058,[1152-1402],[7651-8050],[100000-200000)
8427,7229700165,3,1.75,[1697-1897],[21510-37540],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1965,98059,[1403-1653],[13651-14050],[300000-400000)
8428,3959401880,2,2,[1898-2098],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[916-1066],1950,98108,[1152-1402],[4451-4850],[300000-400000)
8429,8691510170,3,2.5,[2099-2299],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2004,98058,[2156-2406],[4851-5250],[300000-400000)
8430,7663700401,4,1.5,[1697-1897],[21510-37540],1.5,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1920,98125,[1654-1904],[8851-9250],[200000-300000)
8431,6841700070,2,1,[1094-1294],[4275-5025],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1919,98122,[1905-2155],[4451-4850],[500000-600000)
8432,3818700016,3,1.75,[1496-1696],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1955,98028,[1654-1904],[9251-9650],[400000-500000)
8433,2526059086,3,2.25,[2099-2299],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1990,98052,[2909-3159],[4451-4850],[600000-700000)
8434,9264950420,4,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1989,98023,[2156-2406],[8451-8850],[300000-400000)
8435,8562770080,3,3.25,[2300-2500],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],2005,98027,[2407-2657],[2651-2850],[600000-700000)
8436,4315701163,3,1.5,[2099-2299],[5777-6527],1,0,Poor,OK,Good Quality And Desgin,[1040-1289],[916-1066],1968,98136,[1905-2155],[6851-7250],[500000-600000)
8437,4178500150,3,2.25,[1496-1696],[6528-7278],2,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1990,98042,[1654-1904],[6451-6850],[200000-300000)
8438,3702900185,3,2.5,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1991,98116,[901-1151],[6451-6850],[600000-700000)
8439,3300701285,3,1.5,[1094-1294],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1955,98117,[901-1151],[3851-4050],[400000-500000)
8440,1109000040,3,2,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1993,98118,[1152-1402],[3651-3850],[300000-400000)
8441,7950300005,3,1,[1697-1897],[5777-6527],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1907,98118,[1905-2155],[5651-6050],[600000-700000)
8442,3972900160,4,2,[1496-1696],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1977,98155,[1403-1653],[6051-6450],[100000-200000)
8443,8856700130,4,2.5,[2501-2701],[37541-54862],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1987,98052,[2658-2908],[13651-14050],[800000-900000)
8444,2545900050,3,1,[1295-1495],[9532-10282],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1977,98010,[1654-1904],[8451-8850],[200000-300000)
8445,3065600270,3,1.75,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1992,98023,[1403-1653],[5651-6050],[200000-300000)
8446,9526600710,4,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2008,98052,[2909-3159],[4451-4850],[700000-800000)
8447,7853220330,4,3.5,[4310-4510],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],[1067-1217],2004,98065,[3411-3661],[7651-8050],[700000-800000)
8448,686300880,3,2,[2501-2701],[9532-10282],1.5,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1965,98008,[2658-2908],[7651-8050],[600000-700000)
8449,1282300105,3,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1959,98144,[901-1151],[5251-5650],[300000-400000)
8450,9429400060,3,2.5,[1697-1897],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2012,98019,[1905-2155],[3651-3850],[300000-400000)
8451,2025701390,3,2.25,[1898-2098],[7279-8029],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1992,98038,[1403-1653],[6451-6850],[300000-400000)
8452,123039420,3,1,[1295-1495],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1952,98146,[1654-1904],[6851-7250],[300000-400000)
8453,9407100310,3,2.5,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1975,98045,[1403-1653],[9651-10050],[300000-400000)
8454,5419800510,4,1.75,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1981,98031,[1403-1653],[7251-7650],[200000-300000)
8455,4054560140,3,2.5,[2903-3103],[21510-37540],1.5,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1995,98077,[3662-3912],[13651-14050],[800000-900000)
8456,1588600045,2,1.75,[1094-1294],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],<=160,1929,98117,[1152-1402],[5251-5650],[400000-500000)
8457,7942200050,4,1.75,[1697-1897],[9532-10282],1,0,Very Poor,Excellent,Average Quality And Design,[1790-2039],NoBasement,1968,98042,[1403-1653],[10851-11250],[200000-300000)
8458,8961990160,3,2.5,[1898-2098],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1999,98074,[1403-1653],[5251-5650],[500000-600000)
8459,8001450170,3,1.75,[1697-1897],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1989,98001,[1905-2155],[13651-14050],[200000-300000)
8460,1795900210,4,2.5,[1898-2098],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1985,98052,[2156-2406],[8051-8450],[500000-600000)
8461,6788201015,2,1.75,[1496-1696],[3524-4274],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1918,98112,[1654-1904],[3851-4050],[600000-700000)
8462,2222059052,3,2.5,[2501-2701],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2012,98042,[2407-2657],[6051-6450],[300000-400000)
8463,4364700105,3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1953,98126,[901-1151],[7251-7650],[300000-400000)
8464,7199360100,3,1,[1094-1294],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1980,98052,[1403-1653],[6851-7250],[300000-400000)
8465,8860500130,4,3.5,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],1999,98055,[2156-2406],[5651-6050],[300000-400000)
8466,5132000140,6,1,[1295-1495],[5026-5776],1.5,0,Very Poor,OK,Bad Quality And Design,[1040-1289],[161-311],1931,98106,[901-1151],[4851-5250],[100000-200000)
8467,2025700790,3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1992,98038,[1152-1402],[6051-6450],[200000-300000)
8468,7237300330,5,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2004,98042,[1654-1904],[4051-4450],[200000-300000)
8469,4027700853,6,2,[2300-2500],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],[1067-1217],1932,98028,[1152-1402],[9651-10050],[300000-400000)
8470,8946780080,5,3.5,[3506-3706],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[765-915],2014,98034,[3411-3661],[4851-5250],[800000-900000)
8471,2395710010,4,2.75,[2300-2500],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2005,98038,[2407-2657],[6051-6450],[300000-400000)
8472,6713100031,3,2.25,[1496-1696],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[312-462],1980,98133,[1654-1904],[8451-8850],[400000-500000)
8473,109210280,4,2.25,[1898-2098],[7279-8029],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1979,98023,[1905-2155],[7251-7650],[200000-300000)
8474,7715600070,3,1.75,[1496-1696],[11871-14750],1,0,Very Poor,OK,Bad Quality And Design,[540-789],[765-915],1944,98125,[1152-1402],[8851-9250],[300000-400000)
8475,4178500440,3,2,[1295-1495],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1990,98042,[1654-1904],[6851-7250],[200000-300000)
8476,6632300230,3,2,[1295-1495],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1926,98125,[1152-1402],[6851-7250],[300000-400000)
8477,7201800300,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1969,98052,[1654-1904],[7251-7650],[300000-400000)
8478,7137960460,3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1994,98092,[1654-1904],[7251-7650],[200000-300000)
8479,4338800720,4,2,[1697-1897],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1944,98166,[1152-1402],[7651-8050],[200000-300000)
8480,3459700340,4,2.5,[2501-2701],[8781-9531],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[916-1066],1978,98155,[2658-2908],[10851-11250],[500000-600000)
8481,2487700130,4,2.5,[2702-2902],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[1218-1368],1955,98136,[1654-1904],[7651-8050],[700000-800000)
8482,4083301950,2,1,[893-1093],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1926,98103,[1654-1904],[3851-4050],[500000-600000)
8483,2781280390,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2006,98055,[1403-1653],[2851-3050],[200000-300000)
8484,2856101290,2,2.5,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2008,98117,[1403-1653],[1251-1450],[400000-500000)
8485,7961500010,3,2.25,[2099-2299],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[614-764],1967,98178,[2156-2406],[10451-10850],[500000-600000)
8486,1446403305,2,1,[692-892],[6528-7278],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1944,98168,[901-1151],[6851-7250],[200000-300000)
8487,1549500585,3,2,[2099-2299],>=54863,1,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1991,98019,[1403-1653],[13651-14050],[500000-600000)
8488,7853400220,3,3,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2014,98065,[2407-2657],[5251-5650],[500000-600000)
8489,7635801032,3,1,[1295-1495],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1953,98166,[1403-1653],[9251-9650],[400000-500000)
8490,3345100251,4,1.5,[1697-1897],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[614-764],1962,98056,[1654-1904],[13651-14050],[400000-500000)
8491,2325039057,2,1.75,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1942,98199,[1905-2155],[6451-6850],[400000-500000)
8492,3581100330,3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1967,98034,[1152-1402],[7251-7650],[300000-400000)
8493,7625702440,3,1.75,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[463-613],2014,98136,[1403-1653],[1051-1250],[400000-500000)
8494,4319200505,5,1,[1697-1897],[8781-9531],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1926,98126,[1654-1904],[8851-9250],[500000-600000)
8495,3798000130,4,1.75,[2099-2299],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[916-1066],1958,98011,[2156-2406],[9651-10050],[400000-500000)
8496,226039214,5,2,[1898-2098],[7279-8029],1.5,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1957,98177,[1905-2155],[8451-8850],[400000-500000)
8497,148000375,2,2.5,[2501-2701],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2004,98116,[1152-1402],[6851-7250],[900000-1000000)
8498,3902100175,5,3,[3707-3907],[5026-5776],1.5,0,Poor,Excellent,Good Quality And Desgin,[2540-2789],[1218-1368],1931,98116,[1905-2155],[5651-6050],[800000-900000)
8499,2492200055,3,1.75,[1697-1897],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1945,98126,[901-1151],[4851-5250],[400000-500000)
8500,5000500055,2,1,[1295-1495],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1943,98168,[1152-1402],[6451-6850],[200000-300000)
8501,3629921140,5,3.25,[3506-3706],[5026-5776],2,0,OK,OK,Good Quality And Desgin,[3540-3789],NoBasement,2003,98029,[3160-3410],[5251-5650],[800000-900000)
8502,5101405340,2,2.5,[1697-1897],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1946,98125,[1152-1402],[6851-7250],[400000-500000)
8503,6646200770,4,2.5,[2300-2500],[14751-21509],2,0,Good,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98074,[2156-2406],[11251-11650],[600000-700000)
8504,7254200040,2,1,[893-1093],[2021-3523],1,0,Very Poor,OK,Bad Quality And Design,[540-789],[161-311],1904,98144,[1152-1402],[2851-3050],[300000-400000)
8505,9407001830,5,2,[1697-1897],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1980,98045,[1152-1402],[9651-10050],[300000-400000)
8506,616000200,3,1.75,[1898-2098],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1959,98166,[2156-2406],[13651-14050],[400000-500000)
8507,8731901940,5,1.75,[1898-2098],[8030-8780],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1966,98023,[2156-2406],[7651-8050],[200000-300000)
8508,6600000050,4,3.5,[3908-4108],[5777-6527],2,0,Very Poor,OK,Very High Quality and Design,[3790-4039],NoBasement,2015,98112,[1905-2155],[6051-6450],[1700000-1800000)
8509,9390700100,2,1.75,[1094-1294],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[540-789],[312-462],1923,98102,[1403-1653],[3851-4050],[300000-400000)
8510,1222069094,3,1.75,[1295-1495],>=54863,1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1969,98038,[1403-1653],[13651-14050],[300000-400000)
8511,5151200215,4,2.5,[2300-2500],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1999,98177,[1654-1904],[6451-6850],[500000-600000)
8512,7551300060,3,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1952,98107,[1654-1904],[4851-5250],[400000-500000)
8513,7955080300,3,2.5,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1981,98058,[1654-1904],[7251-7650],[200000-300000)
8514,8078100260,4,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1992,98031,[2156-2406],[7251-7650],[300000-400000)
8515,3278602760,2,2.5,[1697-1897],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2007,98126,[1654-1904],[1851-2050],[300000-400000)
8516,3528000210,4,2.25,[3305-3505],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1988,98053,[3160-3410],[13651-14050],[800000-900000)
8517,9418400240,2,1,[1898-2098],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1948,98118,[1654-1904],[6451-6850],[300000-400000)
8518,1423900080,4,1.75,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1966,98058,[1152-1402],[7651-8050],[200000-300000)
8519,3971701990,4,1.75,[1697-1897],[9532-10282],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1977,98155,[1403-1653],[9651-10050],[400000-500000)
8520,6751100205,2,1,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1955,98007,[1403-1653],[10451-10850],[400000-500000)
8521,2768000400,4,2,[2300-2500],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1904,98107,[1654-1904],[4451-4850],[600000-700000)
8522,9268850360,4,2,[1295-1495],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2008,98027,[1152-1402],[851-1050],[300000-400000)
8523,1036450290,3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2001,98034,[1905-2155],[3251-3450],[400000-500000)
8524,3992700335,2,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1981,98125,[901-1151],[5651-6050],[300000-400000)
8525,5457300478,2,1.75,[893-1093],[1270-2020],1,0,Very Poor,Good,Bad Quality And Design,[540-789],[312-462],1924,98109,[1905-2155],[2651-2850],[400000-500000)
8526,6163901261,4,1,[1295-1495],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1946,98155,[1403-1653],[8851-9250],[300000-400000)
8527,3323069045,3,1,[1094-1294],>=54863,1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1921,98038,[1905-2155],[13651-14050],[200000-300000)
8528,7129304540,5,2,[1295-1495],[5026-5776],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1947,98118,[1654-1904],[5651-6050],[400000-500000)
8529,5016001060,2,2.5,[1697-1897],[2021-3523],2,0,OK,OK,Good Quality And Desgin,[1040-1289],[463-613],1994,98112,[1403-1653],[2451-2650],[600000-700000)
8530,2561330040,3,2.25,[1697-1897],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1977,98074,[1654-1904],[9651-10050],[400000-500000)
8531,3585900500,4,4.25,>=4511,[14751-21509],3,0,Excellent,Excellent,Very High Quality and Design,>=4290,NoBasement,1971,98177,[2909-3159],[13651-14050],[1500000-1600000)
8532,6623400050,4,1,[1295-1495],[14751-21509],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1924,98055,[1654-1904],[13651-14050],[100000-200000)
8533,8731990440,4,2.75,[2300-2500],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[765-915],1977,98023,[2156-2406],[7251-7650],[200000-300000)
8534,3876000910,4,2.25,[2300-2500],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[463-613],1965,98034,[2156-2406],[6851-7250],[400000-500000)
8535,3670500710,3,1.5,[893-1093],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],NoBasement,1954,98155,[1152-1402],[8051-8450],[400000-500000)
8536,8091400200,2,1.5,[893-1093],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1985,98030,[1152-1402],[8051-8450],[200000-300000)
8537,3528900330,4,3.25,[3707-3907],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[2540-2789],[916-1066],1925,98109,[2407-2657],[4051-4450],[1400000-1500000)
8538,6400700220,3,1,[1496-1696],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1968,98033,[1403-1653],[8851-9250],[400000-500000)
8539,7853340490,2,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2008,98065,[1654-1904],[2651-2850],[300000-400000)
8540,5631500947,4,3,[2501-2701],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1994,98028,[1654-1904],[11251-11650],[600000-700000)
8541,6852700477,2,1.5,[1295-1495],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1903,98102,[1654-1904],[2851-3050],[500000-600000)
8542,3052700464,3,2.25,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2007,98117,[1403-1653],[1251-1450],[400000-500000)
8543,1657530350,3,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2005,98059,[1654-1904],[1851-2050],[200000-300000)
8544,6738700005,2,1,[1295-1495],[1270-2020],1.5,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1909,98144,[1152-1402],[3851-4050],[300000-400000)
8545,4037400070,3,1.75,[1295-1495],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1957,98008,[1403-1653],[7651-8050],[400000-500000)
8546,2310000250,3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1989,98038,[1403-1653],[7251-7650],[100000-200000)
8547,1843100540,3,2.25,[2501-2701],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1989,98042,[2407-2657],[10051-10450],[300000-400000)
